ap1,ap2,ap3,ap4,ap5
995.7,996.3,1009.0,1014.7,1007.9
995.9,996.4,1009.1,1014.7,1008.0
996.0,996.4,1009.1,1014.8,1008.0
996.0,996.4,1009.2,1014.9,1008.0
996.1,996.6,1009.3,1015.0,1008.2
996.2,996.6,1009.4,1015.1,1008.2
996.2,996.7,1009.4,1015.2,1008.3
996.3,996.6,1009.4,1015.3,1008.3
996.3,996.7,1009.5,1015.3,1008.4
996.3,996.7,1009.5,1015.4,1008.4
996.3,996.7,1009.5,1015.3,1008.4
996.3,996.7,1009.6,1015.2,1008.5
996.3,996.7,1009.7,1015.3,1008.5
996.4,996.8,1009.7,1015.3,1008.6
996.5,996.8,1009.8,1015.2,1008.6
996.6,996.8,1009.8,1015.3,1008.7
996.6,996.9,1009.8,1015.3,1008.7
996.7,996.9,1009.8,1015.3,1008.7
996.7,996.9,1009.8,1015.3,1008.7
996.6,996.9,1009.8,1015.3,1008.7
996.6,996.8,1009.7,1015.3,1008.7
996.5,996.8,1009.7,1015.3,1008.6
996.5,996.7,1009.6,1015.3,1008.5
996.4,996.6,1009.5,1015.2,1008.5
996.3,996.5,1009.4,1015.1,1008.4
996.3,996.5,1009.3,1014.8,1008.3
996.3,996.4,1009.2,1014.9,1008.3
996.1,996.4,1009.2,1014.9,1008.1
996.0,996.3,1009.1,1015.0,1008.0
995.8,996.1,1009.1,1014.9,1008.0
995.7,996.0,1009.1,1014.9,1007.9
995.7,996.0,1009.0,1014.8,1007.9
995.7,996.0,1008.9,1014.8,1007.9
995.6,995.9,1008.9,1014.9,1007.9
995.5,995.9,1008.8,1014.9,1007.9
995.5,995.9,1008.8,1014.8,1007.8
995.5,995.9,1008.8,1014.8,1007.8
995.6,995.8,1008.7,1014.8,1007.7
995.5,995.7,1008.7,1014.8,1007.6
995.4,995.7,1008.6,1014.7,1007.7
995.3,995.6,1008.5,1014.6,1007.7
995.3,995.6,1008.5,1014.5,1007.6
995.1,995.6,1008.4,1014.6,1007.5
995.1,995.6,1008.3,1014.7,1007.5
995.1,995.6,1008.2,1014.6,1007.5
995.0,995.6,1008.2,1014.5,1007.5
995.0,995.5,1008.1,1014.6,1007.5
995.1,995.6,1008.1,1014.6,1007.5
995.1,995.6,1008.1,1014.6,1007.6
995.0,995.4,1008.1,1014.5,1007.4
995.0,995.5,1008.1,1014.3,1007.4
995.0,995.5,1008.0,1014.3,1007.4
995.1,995.4,1007.9,1014.3,1007.3
995.1,995.5,1008.1,1014.2,1007.4
995.0,995.6,1008.1,1014.2,1007.3
995.1,995.5,1008.1,1014.2,1007.3
995.0,995.4,1008.1,1014.1,1007.3
995.0,995.5,1008.1,1014.0,1007.2
995.0,995.5,1008.1,1014.0,1007.2
995.1,995.6,1008.0,1013.9,1007.2
995.0,995.5,1008.1,1014.0,1007.2
995.0,995.5,1008.1,1013.9,1007.2
995.1,995.5,1008.1,1014.0,1007.2
995.2,995.5,1008.2,1014.0,1007.3
995.2,995.6,1008.2,1014.2,1007.3
995.2,995.6,1008.2,1014.2,1007.4
995.3,995.8,1008.3,1014.3,1007.5
995.3,995.9,1008.5,1014.5,1007.7
995.4,995.9,1008.6,1014.5,1007.7
995.6,995.9,1008.6,1014.5,1007.7
995.7,996.0,1008.5,1014.6,1007.8
995.6,996.1,1008.6,1014.7,1008.0
995.6,996.2,1008.9,1014.6,1007.9
995.9,996.2,1008.9,1014.6,1008.1
996.0,996.3,1009.1,1014.7,1008.0
996.0,996.2,1009.1,1014.5,1008.1
996.1,996.3,1008.8,1014.7,1008.1
996.1,996.5,1009.1,1014.6,1007.9
996.1,996.5,1009.0,1014.7,1008.4
996.4,996.5,1009.1,1014.9,1008.2
996.3,996.7,1009.4,1015.0,1008.2
996.3,996.7,1009.3,1014.8,1008.3
996.4,996.7,1009.4,1014.6,1008.5
996.3,996.7,1009.3,1014.9,1008.5
996.3,996.8,1009.4,1014.9,1008.6
996.4,996.8,1009.4,1014.9,1008.3
996.5,996.7,1009.3,1015.0,1008.3
996.6,996.7,1009.0,1014.8,1008.2
996.3,996.6,1009.1,1014.7,1008.4
996.2,996.5,1009.3,1014.9,1008.3
996.3,996.5,1009.3,1014.9,1008.2
996.5,996.7,1009.2,1014.9,1008.3
996.4,996.7,1009.3,1014.8,1008.4
996.5,996.6,1009.3,1014.8,1008.2
996.5,996.7,1009.2,1014.8,1008.1
996.4,996.6,1009.1,1014.9,1008.3
996.3,996.5,1009.1,1014.7,1008.1
996.1,996.4,1009.1,1014.6,1008.2
996.2,996.6,1009.2,1014.7,1008.2
996.2,996.3,1009.1,1014.7,1008.1
996.2,996.2,1009.0,1014.7,1008.1
996.3,996.5,1009.1,1014.6,1008.1
996.3,996.6,1009.2,1014.6,1008.3
996.3,996.6,1009.2,1014.6,1008.3
996.4,996.7,1009.3,1014.6,1008.3
996.4,996.6,1009.4,1014.7,1008.3
996.4,996.7,1009.3,1014.8,1008.4
996.5,996.6,1009.3,1014.9,1008.2
996.4,996.6,1009.3,1015.1,1008.4
996.4,996.7,1009.4,1015.0,1008.3
996.4,996.8,1009.4,1014.9,1008.4
996.3,996.8,1009.4,1014.9,1008.5
996.4,996.8,1009.5,1015.0,1008.5
996.4,996.7,1009.5,1014.9,1008.4
996.6,996.8,1009.4,1014.9,1008.4
996.6,996.8,1009.4,1014.9,1008.4
996.6,996.9,1009.3,1014.8,1008.6
996.5,996.9,1009.3,1014.7,1008.3
996.5,996.7,1009.4,1014.7,1008.0
996.4,996.8,1009.1,1014.8,1008.1
996.5,996.6,1009.2,1014.8,1008.2
996.4,996.5,1009.3,1015.0,1008.2
996.3,996.7,1009.4,1015.0,1008.4
996.5,996.8,1009.3,1014.9,1008.5
996.5,996.9,1009.5,1014.8,1008.6
996.6,996.9,1009.4,1014.8,1008.5
996.6,996.9,1009.4,1014.7,1008.5
996.6,996.8,1009.4,1014.8,1008.3
996.5,996.9,1009.6,1015.1,1008.5
996.8,996.9,1009.7,1015.2,1008.6
996.9,997.1,1009.8,1015.2,1008.6
996.9,997.1,1009.9,1015.3,1008.7
997.0,997.1,1009.9,1015.4,1008.9
997.0,997.2,1009.9,1015.3,1008.9
997.1,997.3,1010.0,1015.3,1008.9
997.2,997.2,1010.1,1015.3,1009.0
997.1,997.3,1010.0,1015.2,1008.9
997.1,997.3,1010.0,1015.3,1008.9
997.2,997.3,1010.0,1015.3,1009.0
997.2,997.3,1009.9,1015.3,1009.0
997.2,997.4,1010.0,1015.3,1009.0
997.1,997.3,1009.8,1015.2,1009.0
997.1,997.4,1009.8,1015.2,1008.9
997.1,997.3,1009.7,1015.3,1008.9
997.1,997.3,1009.8,1015.4,1008.9
997.0,997.3,1009.9,1015.3,1008.8
997.0,997.1,1009.8,1015.3,1008.8
997.0,997.1,1009.8,1015.0,1008.8
997.0,997.0,1009.7,1014.9,1008.6
996.8,996.8,1009.4,1014.8,1008.4
996.6,996.6,1009.3,1014.7,1008.4
996.4,996.6,1009.2,1014.7,1008.3
996.3,996.5,1009.2,1014.5,1008.1
996.3,996.3,1009.1,1014.4,1008.0
996.1,996.2,1008.9,1014.3,1007.8
995.9,996.0,1008.7,1014.2,1007.7
995.8,995.8,1008.7,1014.1,1007.7
995.8,995.7,1008.6,1014.1,1007.5
995.7,995.6,1008.5,1014.0,1007.4
995.6,995.5,1008.4,1014.0,1007.4
995.5,995.4,1008.4,1014.0,1007.3
995.4,995.3,1008.3,1013.9,1007.2
995.3,995.3,1008.2,1013.8,1007.1
995.2,995.2,1008.1,1013.6,1007.0
995.0,995.1,1008.0,1013.6,1006.9
994.9,995.0,1008.0,1013.4,1006.9
994.9,994.8,1007.9,1013.4,1006.8
994.8,994.8,1007.7,1013.4,1006.6
994.7,994.7,1007.6,1013.3,1006.6
994.5,994.6,1007.5,1013.1,1006.3
994.3,994.5,1007.4,1013.2,1006.2
994.2,994.3,1007.3,1013.1,1006.1
994.2,994.2,1007.2,1013.0,1006.0
994.1,994.1,1007.0,1012.8,1005.8
993.9,993.9,1006.9,1012.8,1005.6
993.7,993.7,1006.8,1012.8,1005.4
993.6,993.6,1006.7,1012.6,1005.5
993.5,993.6,1006.6,1012.5,1005.4
993.4,993.4,1006.5,1012.4,1005.1
993.3,993.4,1006.3,1012.3,1005.1
993.1,993.4,1006.1,1012.2,1005.1
993.0,993.3,1006.0,1012.2,1004.9
992.8,993.1,1005.8,1012.1,1004.8
992.6,993.1,1005.6,1011.9,1004.6
992.4,993.0,1005.5,1011.8,1004.4
992.2,993.1,1005.4,1011.8,1004.5
992.1,993.0,1005.3,1011.6,1004.4
992.0,992.9,1005.2,1011.4,1004.4
992.0,992.9,1005.2,1011.4,1004.3
991.9,992.9,1005.1,1011.2,1004.3
991.9,992.8,1004.9,1011.0,1004.2
991.8,992.8,1004.8,1010.9,1004.1
991.8,992.7,1004.6,1010.9,1003.9
991.7,992.4,1004.5,1010.7,1003.8
991.6,992.4,1004.4,1010.8,1003.6
991.7,992.2,1004.3,1010.8,1003.7
991.4,992.2,1004.2,1010.9,1003.6
991.4,992.2,1004.2,1010.9,1003.7
991.4,992.2,1004.2,1010.9,1003.6
991.3,992.1,1004.2,1010.7,1003.6
991.3,992.1,1004.0,1010.7,1003.5
991.2,992.1,1004.0,1010.6,1003.5
991.2,992.1,1004.0,1010.6,1003.5
991.2,992.2,1004.1,1010.6,1003.6
991.3,992.2,1004.2,1010.6,1003.6
991.4,992.3,1004.3,1010.6,1003.7
991.4,992.4,1004.4,1010.5,1003.8
991.6,992.3,1004.5,1010.6,1003.8
991.7,992.4,1004.7,1010.7,1003.5
991.8,992.3,1004.7,1010.8,1003.8
991.9,992.3,1004.8,1010.9,1004.0
992.0,992.6,1004.9,1011.0,1004.1
992.2,992.6,1005.1,1011.0,1004.3
992.2,992.8,1005.3,1011.2,1004.4
992.2,992.9,1005.4,1011.2,1004.6
992.2,992.8,1005.5,1011.2,1004.6
992.3,993.1,1005.5,1011.1,1004.7
992.4,993.0,1005.5,1011.0,1004.7
992.5,993.2,1005.5,1011.1,1004.7
992.6,993.3,1005.6,1011.1,1004.8
992.6,993.2,1005.7,1011.1,1004.8
992.8,993.3,1005.6,1011.1,1004.8
993.0,993.3,1005.6,1011.2,1004.9
993.0,993.4,1005.7,1011.0,1004.9
993.0,993.3,1005.8,1011.4,1004.9
992.9,993.5,1005.8,1011.5,1005.1
993.1,993.5,1005.8,1011.6,1005.1
993.1,993.5,1005.9,1011.5,1005.1
993.1,993.2,1005.8,1011.6,1005.1
993.2,993.5,1006.0,1011.8,1004.9
993.3,993.3,1006.0,1011.8,1005.1
993.0,993.5,1005.8,1011.7,1005.2
993.1,993.5,1005.9,1011.8,1005.2
992.9,993.6,1005.8,1011.3,1005.1
993.0,993.8,1005.8,1011.6,1005.1
993.0,993.4,1005.7,1011.3,1005.2
992.9,993.4,1005.7,1011.2,1004.9
993.1,993.2,1005.7,1011.1,1004.7
992.9,993.0,1005.5,1011.1,1004.7
992.8,992.9,1005.4,1011.0,1004.5
992.6,992.8,1005.2,1010.8,1004.2
992.6,992.7,1005.1,1010.6,1004.2
992.4,992.4,1004.8,1010.4,1004.0
992.1,992.2,1004.8,1010.1,1003.7
991.9,992.2,1004.5,1009.9,1003.6
991.7,991.9,1004.3,1009.8,1003.6
991.5,991.5,1004.2,1009.6,1003.5
991.6,991.5,1004.2,1009.5,1003.3
991.4,991.4,1004.1,1009.3,1003.1
991.3,991.2,1003.9,1009.2,1003.0
990.8,991.0,1003.8,1009.0,1003.0
991.0,991.0,1003.9,1009.1,1002.8
990.8,991.1,1003.8,1008.9,1002.7
990.7,991.2,1003.5,1008.9,1002.6
990.7,990.8,1003.3,1008.7,1002.6
990.6,990.8,1003.4,1008.6,1002.4
990.6,990.8,1003.4,1008.4,1002.1
990.4,990.5,1003.2,1008.3,1002.0
990.5,990.5,1002.9,1008.1,1002.0
990.4,990.1,1002.8,1008.0,1001.8
990.1,990.1,1002.7,1007.8,1001.7
989.8,989.9,1002.5,1007.6,1001.6
989.7,989.9,1002.4,1007.4,1001.5
989.6,989.8,1002.2,1007.3,1001.5
989.7,989.8,1002.1,1007.1,1001.2
989.5,989.7,1002.1,1007.1,1001.0
989.5,989.4,1002.0,1007.1,1001.1
989.1,989.2,1001.8,1006.7,1001.1
989.1,989.0,1001.7,1006.5,1001.0
989.1,989.0,1001.7,1006.3,1000.7
989.0,988.9,1001.5,1005.9,1000.5
988.9,988.5,1001.4,1005.8,1000.3
988.7,988.4,1001.4,1005.5,1000.1
988.5,988.2,1000.9,1005.5,999.9
988.4,987.8,1000.7,1005.2,999.6
987.9,987.7,1000.5,1005.2,999.4
987.8,987.4,1000.3,1005.0,999.3
987.5,987.3,1000.1,1004.9,999.0
987.2,986.8,1000.0,1004.7,998.8
987.1,986.6,999.8,1004.6,998.8
986.7,986.8,999.6,1004.5,998.6
986.7,986.4,999.6,1004.3,998.5
986.6,986.3,999.5,1004.0,998.2
986.2,986.1,999.2,1003.9,998.2
986.1,985.7,999.1,1003.9,997.9
986.1,985.7,998.8,1004.0,997.7
985.8,985.5,998.8,1003.8,997.5
985.6,985.5,998.7,1003.5,997.5
985.3,985.4,998.5,1003.3,997.5
985.3,985.5,998.3,1003.2,997.4
985.4,985.3,998.2,1003.2,997.2
985.5,985.2,998.2,1003.1,997.1
985.4,985.1,998.0,1002.8,996.9
985.1,985.0,997.7,1002.9,996.8
985.0,984.9,997.7,1002.9,996.7
984.7,984.6,997.5,1002.7,996.5
984.5,984.5,997.5,1002.4,996.6
984.4,984.4,997.3,1002.4,996.3
984.4,984.3,997.0,1002.3,996.2
984.3,984.2,996.8,1002.2,995.9
984.1,984.1,996.8,1002.0,995.9
983.9,984.0,996.7,1001.9,995.8
983.8,983.9,996.6,1001.7,995.6
983.9,983.9,996.4,1001.9,995.6
983.8,984.0,996.3,1001.8,995.6
983.8,983.9,996.2,1001.8,995.6
983.8,983.9,996.2,1001.8,995.5
983.7,983.7,996.1,1001.7,995.2
983.6,983.6,996.0,1001.6,995.2
983.5,983.6,995.9,1001.6,995.0
983.3,983.5,995.8,1001.5,995.1
983.2,983.4,995.8,1001.5,995.0
983.3,983.4,995.5,1001.7,995.0
983.2,983.3,995.4,1001.6,994.9
983.1,983.2,995.2,1001.9,994.7
982.9,983.0,995.0,1002.2,994.6
982.5,982.9,995.0,1002.2,994.6
982.6,982.9,995.0,1002.3,994.6
982.5,982.8,995.0,1002.4,994.7
982.5,982.9,995.0,1002.3,994.7
982.6,983.2,995.0,1002.6,994.7
982.5,983.0,995.2,1002.7,994.6
982.4,983.0,995.3,1002.6,994.8
982.5,983.1,995.5,1002.7,994.9
982.6,983.3,995.6,1002.6,995.0
982.5,983.2,995.9,1002.5,995.0
982.7,983.5,996.0,1002.4,995.2
982.8,983.7,995.9,1002.3,995.2
982.9,983.8,995.9,1002.6,995.1
983.1,983.7,995.7,1002.9,995.3
982.9,983.7,995.8,1002.9,995.4
982.9,983.6,995.9,1002.8,995.6
982.9,983.8,996.0,1002.8,995.7
983.0,984.0,996.0,1002.8,995.7
983.1,984.1,995.9,1003.0,995.9
983.0,984.2,996.0,1003.0,995.7
983.1,984.2,996.3,1003.2,995.9
983.0,984.2,996.3,1003.2,996.0
983.1,984.2,996.5,1003.3,996.0
983.3,984.2,996.5,1003.3,996.2
983.4,984.1,996.4,1003.4,996.2
983.5,984.5,996.3,1003.6,996.3
983.7,984.6,996.4,1003.7,996.2
983.6,984.5,996.7,1003.7,996.3
983.6,984.5,996.8,1003.6,996.3
983.5,984.6,996.9,1003.7,996.4
983.6,984.6,997.0,1003.8,996.4
983.7,984.8,997.0,1004.0,996.5
983.8,984.8,997.2,1004.1,996.6
983.9,985.0,997.2,1004.2,996.7
984.0,985.2,997.3,1004.4,996.8
984.1,985.3,997.5,1004.6,997.0
984.2,985.3,997.8,1004.6,997.2
984.4,985.5,997.9,1004.9,997.3
984.6,985.8,998.1,1005.0,997.5
984.7,986.0,998.2,1005.1,997.7
984.8,986.1,998.2,1005.3,997.8
985.1,986.3,998.4,1005.6,997.9
985.1,986.4,998.5,1005.9,998.1
985.3,986.7,998.7,1006.0,998.2
985.5,987.0,998.9,1006.2,998.5
985.6,987.1,999.1,1006.2,998.6
985.9,987.2,999.2,1006.2,998.8
985.9,987.3,999.4,1006.2,998.9
986.1,987.5,999.4,1006.4,999.0
986.1,987.4,999.5,1006.6,999.1
986.3,987.7,999.9,1006.7,999.3
986.4,987.6,1000.2,1006.7,999.4
986.5,987.9,1000.3,1006.9,999.5
986.8,988.1,1000.7,1007.2,999.5
986.9,988.1,1000.8,1007.3,1000.0
987.0,988.0,1000.8,1007.3,1000.3
987.0,988.0,1000.9,1007.4,1000.3
987.1,988.2,1001.0,1007.4,1000.2
987.0,988.3,1001.2,1007.6,1000.5
987.4,988.4,1001.3,1007.7,1000.7
987.5,988.4,1001.4,1007.9,1000.8
987.6,988.5,1001.4,1008.0,1000.8
987.8,988.7,1001.4,1008.0,1001.0
988.0,989.0,1001.5,1008.0,1000.9
988.1,989.1,1001.7,1008.1,1001.0
988.1,989.2,1001.7,1008.2,1001.0
988.2,989.2,1001.7,1008.2,1001.0
988.1,989.3,1001.8,1008.4,1001.1
988.2,989.2,1002.0,1008.4,1001.2
988.2,989.2,1002.1,1008.5,1001.2
988.4,989.3,1001.9,1008.4,1001.3
988.4,989.4,1001.9,1008.5,1001.3
988.2,989.2,1002.1,1008.5,1001.3
988.3,989.3,1002.0,1008.5,1001.3
988.2,989.3,1002.0,1008.6,1001.4
988.2,989.4,1002.1,1008.7,1001.4
988.3,989.4,1002.3,1008.8,1001.5
988.4,989.6,1002.3,1008.9,1001.5
988.4,989.6,1002.3,1008.7,1001.7
988.7,989.7,1002.5,1008.9,1001.7
988.9,989.6,1002.6,1008.9,1001.9
988.9,989.6,1002.8,1008.9,1002.0
989.1,989.5,1003.2,1009.1,1002.1
989.2,989.5,1003.1,1009.1,1002.3
989.2,989.7,1003.1,1009.2,1002.3
989.4,989.9,1003.1,1009.3,1002.3
989.4,990.1,1003.2,1009.4,1002.4
989.5,990.3,1003.3,1009.5,1002.4
989.6,990.3,1003.2,1009.4,1002.5
989.6,990.5,1003.5,1009.4,1002.7
989.9,990.5,1003.5,1009.6,1002.7
990.0,990.6,1003.6,1009.8,1002.5
990.0,990.7,1003.6,1009.6,1002.7
990.0,990.9,1003.8,1009.7,1002.7
990.0,990.9,1003.8,1009.9,1002.7
990.0,990.8,1003.8,1009.8,1002.9
990.1,990.9,1004.0,1010.0,1003.1
990.3,991.0,1004.1,1010.1,1003.2
990.4,991.3,1004.3,1010.3,1003.3
990.7,991.4,1004.5,1010.3,1003.6
991.0,991.5,1004.5,1010.2,1003.5
991.0,991.6,1004.4,1010.2,1003.5
990.9,991.5,1004.4,1010.4,1003.5
990.8,991.6,1004.5,1010.5,1003.7
990.9,991.8,1004.5,1010.7,1003.6
991.0,992.0,1004.6,1010.9,1003.8
991.1,992.1,1004.7,1011.1,1003.9
991.3,992.2,1005.0,1011.1,1004.2
991.4,992.3,1005.1,1011.2,1004.2
991.4,992.3,1005.2,1011.3,1004.3
991.6,992.6,1005.6,1011.5,1004.5
991.8,992.5,1005.5,1011.6,1004.6
991.8,992.6,1005.7,1011.6,1004.6
991.9,992.8,1005.6,1011.8,1004.6
991.9,992.8,1005.8,1011.9,1004.9
992.1,993.0,1005.9,1012.0,1005.0
992.3,993.1,1006.1,1012.0,1005.2
992.5,993.2,1006.2,1012.0,1005.2
992.5,993.2,1006.3,1012.2,1005.2
992.5,993.1,1006.3,1012.3,1005.3
992.5,993.2,1006.3,1012.3,1005.2
992.5,993.3,1006.0,1012.3,1005.3
992.5,993.3,1006.2,1012.2,1005.3
992.6,993.2,1006.1,1012.0,1005.2
992.4,993.1,1006.0,1012.0,1005.0
992.3,993.0,1006.0,1011.9,1005.1
992.3,993.1,1006.0,1012.0,1005.2
992.4,993.0,1006.1,1012.0,1005.2
992.6,993.2,1006.2,1012.1,1005.1
992.5,993.3,1006.3,1012.1,1005.2
992.6,993.2,1006.2,1012.3,1005.3
992.6,993.1,1006.3,1012.3,1005.4
992.6,993.2,1006.2,1012.3,1005.3
992.6,993.3,1006.2,1012.5,1005.4
992.5,993.2,1006.2,1012.5,1005.4
992.6,993.5,1006.3,1012.5,1005.4
992.6,993.5,1006.3,1012.5,1005.4
992.6,993.7,1006.3,1012.5,1005.5
992.6,993.6,1006.2,1012.5,1005.5
992.5,993.6,1006.2,1012.4,1005.5
992.7,993.5,1006.1,1012.2,1005.5
992.7,993.6,1006.2,1012.1,1005.4
992.6,993.3,1006.1,1011.9,1005.2
992.5,993.3,1006.0,1011.7,1005.0
992.4,993.0,1005.8,1011.6,1004.9
992.2,993.0,1005.6,1011.7,1004.7
992.1,993.0,1005.5,1011.7,1004.5
992.0,993.1,1005.6,1011.7,1004.7
992.1,992.9,1005.4,1011.5,1004.6
992.0,992.9,1005.4,1011.4,1004.5
991.8,992.9,1005.2,1011.4,1004.4
991.7,992.6,1005.1,1011.3,1004.3
991.6,992.6,1004.9,1011.2,1004.2
991.5,992.4,1004.9,1011.2,1004.1
991.5,992.3,1004.8,1011.0,1004.1
991.4,992.2,1004.6,1010.9,1003.9
991.2,992.1,1004.6,1010.8,1003.9
991.1,992.1,1004.5,1010.7,1003.9
991.0,992.0,1004.3,1010.7,1003.6
990.9,992.0,1004.3,1010.6,1003.6
990.8,991.9,1004.2,1010.4,1003.5
990.8,991.8,1004.1,1010.4,1003.5
990.8,991.7,1004.0,1010.4,1003.4
990.7,991.8,1003.9,1010.3,1003.3
990.6,991.7,1003.9,1010.1,1003.3
990.5,991.7,1003.9,1010.1,1003.1
990.4,991.6,1003.7,1010.1,1003.0
990.3,991.5,1003.6,1010.1,1003.0
990.2,991.3,1003.6,1010.1,1002.9
990.2,991.3,1003.5,1010.1,1002.9
990.1,991.3,1003.5,1010.1,1002.9
990.2,991.3,1003.5,1010.0,1002.8
990.1,991.4,1003.4,1009.9,1002.8
990.1,991.2,1003.3,1009.8,1002.8
990.0,991.1,1003.3,1009.8,1002.6
990.0,991.1,1003.2,1009.7,1002.6
990.0,991.1,1003.2,1009.7,1002.6
989.9,991.0,1003.2,1009.7,1002.6
989.9,991.1,1003.2,1009.8,1002.6
990.0,991.2,1003.2,1009.9,1002.6
989.9,991.2,1003.2,1009.9,1002.7
990.0,991.3,1003.2,1010.0,1002.8
990.1,991.4,1003.2,1010.0,1002.8
990.1,991.2,1003.2,1010.0,1002.7
990.0,991.3,1003.2,1010.2,1002.7
990.1,991.4,1003.4,1010.2,1002.8
990.2,991.3,1003.4,1010.3,1002.9
990.2,991.2,1003.5,1010.3,1002.9
990.3,991.4,1003.5,1010.4,1003.0
990.3,991.4,1003.6,1010.4,1003.1
990.4,991.5,1003.8,1010.4,1003.1
990.5,991.5,1003.8,1010.4,1003.1
990.6,991.6,1003.9,1010.3,1003.2
990.6,991.6,1004.1,1010.4,1003.3
990.7,991.7,1004.1,1010.6,1003.4
990.8,991.9,1004.2,1010.7,1003.5
991.0,992.0,1004.3,1010.8,1003.7
991.1,992.1,1004.5,1010.9,1003.8
991.3,992.3,1004.7,1011.0,1003.9
991.4,992.4,1004.8,1011.2,1004.0
991.5,992.4,1004.9,1011.3,1004.1
991.6,992.4,1004.9,1011.3,1004.1
991.6,992.5,1005.0,1011.3,1004.2
991.7,992.5,1004.9,1011.3,1004.2
991.6,992.5,1004.8,1011.3,1004.2
991.6,992.5,1004.8,1011.2,1004.0
991.6,992.4,1004.9,1011.3,1004.1
991.7,992.4,1004.9,1011.3,1004.1
991.7,992.4,1004.8,1011.3,1004.1
991.6,992.5,1004.9,1011.3,1004.1
991.6,992.6,1005.0,1011.2,1004.1
991.7,992.5,1004.9,1011.1,1004.0
991.6,992.4,1004.9,1011.0,1004.0
991.6,992.2,1004.9,1011.0,1004.0
991.6,992.2,1004.8,1011.0,1003.9
991.6,992.3,1004.7,1010.9,1004.0
991.5,992.2,1004.8,1011.0,1004.0
991.5,992.3,1004.7,1011.0,1004.0
991.5,992.2,1004.6,1010.8,1003.9
991.4,992.3,1004.4,1010.5,1003.8
991.3,992.2,1004.5,1010.7,1003.6
991.1,992.1,1004.6,1010.6,1003.6
991.3,991.8,1004.6,1010.6,1003.6
991.3,991.8,1004.6,1010.6,1003.5
991.3,991.8,1004.5,1010.6,1003.5
991.3,991.8,1004.5,1010.7,1003.4
991.2,991.8,1004.5,1010.6,1003.5
991.2,991.8,1004.5,1010.5,1003.4
991.2,991.9,1004.5,1010.6,1003.5
991.3,991.9,1004.5,1010.5,1003.5
991.4,991.9,1004.6,1010.5,1003.5
991.5,991.9,1004.5,1010.6,1003.5
991.4,991.9,1004.5,1010.5,1003.4
991.4,991.9,1004.5,1010.4,1003.4
991.4,991.8,1004.5,1010.4,1003.5
991.4,991.8,1004.5,1010.3,1003.5
991.3,991.9,1004.6,1010.3,1003.4
991.4,992.0,1004.5,1010.4,1003.6
991.5,992.0,1004.6,1010.3,1003.5
991.5,992.0,1004.5,1010.4,1003.5
991.3,992.0,1004.6,1010.6,1003.5
991.5,992.0,1004.6,1010.6,1003.6
991.4,992.0,1004.6,1010.6,1003.6
991.5,992.1,1004.5,1010.6,1003.6
991.4,992.2,1004.7,1010.7,1003.6
991.5,992.2,1004.7,1010.7,1003.7
991.6,992.1,1004.7,1010.7,1003.7
991.6,992.2,1004.8,1010.7,1003.7
991.5,992.1,1004.8,1010.7,1003.7
991.6,992.0,1004.7,1010.8,1003.6
991.5,992.0,1004.7,1010.8,1003.5
991.4,992.0,1004.7,1010.7,1003.5
991.5,991.9,1004.7,1010.7,1003.5
991.5,992.0,1004.8,1010.8,1003.6
991.6,992.0,1004.9,1010.9,1003.7
991.6,992.0,1004.9,1010.9,1003.7
991.6,992.0,1005.0,1010.9,1003.8
991.7,992.1,1004.9,1011.0,1003.8
991.7,992.2,1005.0,1011.1,1003.9
991.6,992.3,1005.1,1011.0,1003.8
991.8,992.3,1005.0,1011.0,1003.8
991.8,992.3,1005.0,1011.0,1003.8
991.8,992.2,1005.1,1011.1,1003.8
991.8,992.2,1005.1,1010.9,1003.7
991.8,992.1,1005.0,1010.8,1003.7
991.7,992.0,1004.9,1010.7,1003.7
991.6,991.9,1004.9,1010.7,1003.6
991.5,991.9,1004.8,1010.7,1003.6
991.5,991.9,1004.8,1010.7,1003.7
991.4,991.9,1004.7,1010.6,1003.5
991.3,991.8,1004.7,1010.6,1003.5
991.3,991.7,1004.6,1010.6,1003.5
991.3,991.6,1004.6,1010.4,1003.5
991.3,991.6,1004.6,1010.4,1003.4
991.3,991.5,1004.6,1010.3,1003.4
991.2,991.5,1004.5,1010.3,1003.4
991.1,991.4,1004.4,1010.3,1003.4
991.1,991.4,1004.3,1010.2,1003.4
991.0,991.3,1004.2,1010.3,1003.2
990.9,991.3,1004.1,1010.3,1003.2
990.9,991.3,1004.0,1010.2,1003.2
990.9,991.1,1004.0,1010.2,1003.2
990.9,991.1,1003.9,1010.1,1003.2
990.6,991.2,1003.8,1010.2,1003.2
990.5,991.1,1003.8,1010.0,1003.0
990.3,991.0,1003.6,1009.9,1002.8
990.2,990.9,1003.4,1009.8,1002.8
990.0,990.8,1003.3,1009.7,1002.8
990.0,990.8,1003.3,1009.6,1002.5
989.9,990.8,1003.1,1009.5,1002.3
989.7,990.7,1002.9,1009.4,1002.2
989.6,990.5,1002.8,1009.3,1002.0
989.5,990.4,1002.8,1009.2,1001.9
989.3,990.3,1002.6,1009.0,1001.8
989.1,990.2,1002.5,1008.9,1001.6
989.0,990.0,1002.4,1008.8,1001.6
989.0,989.9,1002.2,1008.7,1001.6
989.0,989.9,1002.1,1008.6,1001.6
988.8,989.9,1002.0,1008.5,1001.4
