,t1,t2,t3,t4,t5,ap1,ap2,ap3,ap4,ap5,sp1,sp2,sp3,sp4,sp5,ws1,ws2,ws3,ws4,ws5,wd1,wd2,wd3,wd4,wd5,h1,h2,h3,h4,h5,r1,r2,r3,r4,r5,s1,s2,s3,s4,s5,Y00,Y01,Y02,Y03,Y04,Y05,Y06,Y07,Y08,Y09,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18
4390,24.7,24.8,24.9,24.4,24.8,987.5,987.9,1000.7,1006.4,999.9,1007.2,1007.4,1006.7,1007.8,1007.9,0.0,0.9,1.6,0.7,1.7,191.6,0.0,161.0,257.1,117.6,64.1,64.2,58.5,64.9,58.0,0.0,0.0,0.0,0.0,0.0,5.86,0.0,0.0,0.0,7.05,,,,,,,,,,,,,,,,,,,33.5
4391,25.1,25.0,25.3,24.1,25.3,987.5,987.8,1000.5,1006.1,999.8,1007.0,1007.3,1006.7,1007.8,1007.6,0.3,1.1,0.9,1.2,1.5,66.7,308.7,139.7,236.9,279.5,62.9,60.1,56.3,63.2,57.0,0.0,0.0,0.0,0.0,0.0,6.13,0.0,0.0,0.0,7.45,,,,,,,,,,,,,,,,,,,35.5
4392,25.1,25.4,25.5,24.9,25.6,987.4,987.6,1000.5,1006.0,999.7,1007.0,1007.0,1006.7,1007.7,1007.5,0.0,1.9,1.4,0.6,2.1,141.1,0.0,163.4,21.5,293.7,60.1,61.6,55.1,62.0,57.6,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,8.02,,,,,,,,,,,,,,,,,,,35.0
4393,25.5,25.6,26.5,25.5,25.7,987.3,987.3,1000.5,1006.1,999.4,1007.0,1006.7,1006.6,1007.4,1007.6,0.4,1.5,1.0,2.0,1.3,152.3,105.2,167.4,343.6,331.9,59.5,59.4,57.4,60.5,53.5,0.0,0.0,0.0,0.0,0.0,7.13,0.0,0.0,0.0,8.68,,,,,,,,,,,,,,,,,,,36.0
4394,25.5,26.1,26.3,25.6,25.5,987.2,987.2,1000.2,1006.1,999.2,1006.7,1006.6,1006.5,1007.1,1007.6,0.7,1.9,1.0,1.5,1.6,199.2,145.6,178.7,256.2,358.8,57.8,59.4,56.0,60.0,52.9,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,9.27,,,,,,,,,,,,,,,,,,,37.0
4395,26.0,26.6,26.6,26.2,25.4,987.0,987.2,1000.1,1006.0,999.2,1006.6,1006.6,1006.2,1007.1,1007.5,2.0,1.7,1.4,2.4,1.1,122.7,182.3,186.5,353.4,318.1,55.7,56.3,57.1,59.4,53.2,0.0,0.0,0.0,0.0,0.0,8.31,0.0,0.0,0.0,9.82,,,,,,,,,,,,,,,,,,,37.5
4396,26.6,26.4,26.6,25.6,25.9,986.8,987.2,1000.2,1005.8,999.2,1006.7,1006.6,1006.1,1007.1,1007.3,0.9,2.1,1.4,1.6,3.8,140.8,174.1,209.4,183.9,288.8,58.1,54.8,55.5,59.6,52.8,0.0,0.0,0.0,0.0,0.0,8.92,0.0,0.0,0.0,10.22,,,,,,,,,,,,,,,,,,,38.0
4397,26.3,26.4,27.3,26.2,27.2,986.8,987.1,1000.0,1005.8,999.1,1006.4,1006.4,1006.0,1007.0,1007.3,2.1,2.4,1.8,1.9,2.6,123.1,234.0,213.7,274.0,286.1,56.5,56.5,53.4,60.0,50.2,0.0,0.0,0.0,0.0,0.0,9.59,0.0,0.0,0.0,10.77,,,,,,,,,,,,,,,,,,,37.0
4398,25.7,26.7,27.3,25.6,26.6,986.7,987.0,999.8,1005.9,999.0,1006.2,1006.3,1006.0,1006.9,1007.4,0.3,2.7,1.6,2.4,1.8,251.8,259.8,254.3,291.2,261.7,57.2,56.2,54.0,58.6,52.1,0.0,0.0,0.0,0.0,0.0,10.22,0.0,0.0,0.0,11.34,,,,,,,,,,,,,,,,,,,37.5
4399,25.5,27.0,26.7,26.2,26.2,986.6,986.9,1000.0,1005.9,999.0,1006.4,1006.3,1005.8,1006.9,1007.4,0.6,1.6,1.7,2.6,1.7,244.0,177.7,349.1,332.0,327.1,57.0,56.9,55.0,59.5,51.7,0.0,0.0,0.0,0.0,0.0,10.81,0.0,0.0,0.0,11.78,,,,,,,,,,,,,,,,,,,37.0
4400,26.4,27.4,27.3,26.1,26.8,986.6,987.0,999.8,1005.8,999.1,1006.2,1006.3,1005.8,1007.0,1007.3,0.4,2.6,3.3,2.4,0.9,194.5,202.5,56.0,0.4,268.6,56.9,56.0,54.6,57.5,51.5,0.0,0.0,0.0,0.0,0.0,11.31,0.0,0.0,0.0,12.39,,,,,,,,,,,,,,,,,,,36.5
4401,26.5,27.2,26.6,26.7,26.7,986.5,986.9,999.8,1005.7,999.1,1006.3,1006.2,1005.7,1007.0,1007.2,0.4,0.3,1.1,1.4,2.3,198.9,269.5,215.9,327.1,191.7,54.7,57.2,54.7,57.3,51.1,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,12.85,,,,,,,,,,,,,,,,,,,36.0
4402,26.4,27.4,27.3,27.6,27.2,986.6,987.0,999.8,1005.6,998.9,1006.2,1006.3,1005.7,1006.8,1007.1,1.3,2.3,2.7,2.6,2.6,157.9,112.8,235.3,1.8,326.7,52.8,56.3,54.7,56.9,52.6,0.0,0.0,0.0,0.0,0.0,12.18,0.0,0.0,0.0,13.48,,,,,,,,,,,,,,,,,,,35.5
4403,27.0,27.4,27.4,27.4,27.3,986.6,986.8,999.6,1005.5,998.8,1006.0,1006.1,1005.7,1006.7,1007.0,1.8,2.6,1.3,1.2,2.2,90.8,242.0,208.7,279.9,261.1,53.4,54.6,55.9,56.8,51.1,0.0,0.0,0.0,0.0,0.0,12.77,0.0,0.0,0.0,13.92,,,,,,,,,,,,,,,,,,,36.0
4404,27.6,27.3,27.5,27.4,27.1,986.5,986.7,999.5,1005.2,998.8,1005.9,1006.0,1005.6,1006.7,1006.7,0.6,1.4,1.9,1.7,1.3,208.4,6.7,247.4,311.7,241.7,54.7,52.4,53.6,56.7,49.9,0.0,0.0,0.0,0.0,0.0,13.31,0.0,0.0,0.0,14.42,,,,,,,,,,,,,,,,,,,36.5
4405,27.7,27.7,27.4,27.5,27.0,986.4,986.5,999.5,1005.0,998.6,1005.9,1005.8,1005.5,1006.5,1006.5,1.9,2.7,2.6,2.4,3.1,110.7,74.0,222.3,352.8,284.5,51.7,54.0,54.6,57.6,50.2,0.0,0.0,0.0,0.0,0.0,13.81,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,37.0
4406,27.6,28.0,27.6,28.3,27.2,986.3,986.3,999.4,1005.0,998.4,1005.8,1005.6,1005.3,1006.3,1006.5,1.6,2.1,2.4,2.7,1.9,154.3,211.3,291.1,355.0,257.5,51.4,51.3,54.4,57.1,49.7,0.0,0.0,0.0,0.0,0.0,14.38,0.0,0.0,0.0,15.43,,,,,,,,,,,,,,,,,,,35.5
4407,27.7,27.9,27.7,28.0,27.7,986.2,986.2,999.4,1004.9,998.2,1005.8,1005.4,1005.2,1006.1,1006.4,1.4,2.0,3.2,2.0,2.0,143.7,333.7,172.7,314.4,283.6,51.4,50.7,53.2,57.3,48.8,0.0,0.0,0.0,0.0,0.0,14.89,0.0,0.0,0.0,15.88,,,,,,,,,,,,,,,,,,,33.5
4408,27.5,27.9,28.6,27.7,27.6,986.1,986.3,999.3,1004.9,998.2,1005.7,1005.5,1005.2,1006.1,1006.4,1.8,3.2,0.8,3.4,2.7,119.4,262.1,301.1,19.1,298.9,52.6,51.2,53.5,55.9,49.7,0.0,0.0,0.0,0.0,0.0,15.39,0.0,0.0,0.0,16.39,,,,,,,,,,,,,,,,,,,32.5
4409,27.5,28.2,27.8,27.5,27.6,986.0,986.2,999.2,1004.9,998.0,1005.6,1005.4,1005.1,1005.9,1006.4,2.3,2.0,2.2,1.0,3.1,158.5,308.9,275.2,310.3,241.3,51.1,51.2,54.6,57.0,49.4,0.0,0.0,0.0,0.0,0.0,15.94,0.0,0.0,0.0,16.94,,,,,,,,,,,,,,,,,,,32.0
4410,27.8,28.2,28.7,27.9,27.5,985.9,986.1,999.1,1004.6,998.0,1005.5,1005.3,1004.9,1005.9,1006.1,1.6,2.1,2.8,2.4,2.2,132.4,277.5,291.9,357.9,269.8,52.0,50.8,54.6,55.5,47.6,0.0,0.0,0.0,0.0,0.0,16.47,0.0,0.0,0.0,17.45,,,,,,,,,,,,,,,,,,,31.5
4411,28.2,28.3,28.4,27.3,28.1,986.0,985.9,999.0,1004.5,998.0,1005.4,1005.1,1005.1,1005.9,1006.0,1.9,2.1,0.6,2.3,2.4,136.0,274.5,235.2,356.4,206.2,52.1,52.1,53.7,55.7,47.2,0.0,0.0,0.0,0.0,0.0,16.96,0.0,0.0,0.0,17.93,,,,,,,,,,,,,,,,,,,31.5
4412,28.0,28.2,28.5,27.4,27.7,985.8,985.8,998.9,1004.5,997.8,1005.3,1005.0,1004.9,1005.7,1006.0,1.2,1.9,1.5,2.4,1.8,80.3,277.0,162.8,346.3,314.8,52.4,50.6,53.6,56.3,47.0,0.0,0.0,0.0,0.0,0.0,17.45,0.0,0.0,0.0,18.36,,,,,,,,,,,,,,,,,,,31.0
4413,28.4,28.4,28.6,28.0,28.2,985.7,985.7,998.8,1004.5,997.8,1005.2,1004.9,1004.7,1005.6,1006.0,0.4,2.0,2.1,1.9,3.1,133.7,308.4,283.9,317.3,226.9,50.7,48.9,53.4,54.7,47.3,0.0,0.0,0.0,0.0,0.0,17.89,0.0,0.0,0.0,18.79,,,,,,,,,,,,,,,,,,,31.0
4414,28.2,28.4,28.4,28.7,27.8,985.7,985.8,998.8,1004.5,997.8,1005.2,1005.0,1004.7,1005.6,1006.0,1.2,1.6,2.4,2.2,2.3,132.9,307.2,291.2,335.2,249.7,50.1,49.3,52.7,55.0,48.2,0.0,0.0,0.0,0.0,0.0,18.34,0.0,0.0,0.0,19.21,,,,,,,,,,,,,,,,,,,31.0
4415,28.0,28.7,29.0,28.9,27.9,985.6,985.7,998.7,1004.4,997.7,1005.1,1004.9,1004.6,1005.5,1005.9,2.6,1.6,2.0,3.3,2.7,124.7,247.7,287.9,341.8,246.8,48.9,48.2,52.9,56.0,45.5,0.0,0.0,0.0,0.0,0.0,18.76,0.0,0.0,0.0,19.59,,,,,,,,,,,,,,,,,,,31.5
4416,28.5,28.6,28.6,28.1,29.0,985.6,985.6,998.7,1004.5,997.6,1005.1,1004.7,1004.6,1005.4,1006.0,1.4,1.9,2.4,1.4,3.5,167.0,268.5,226.3,249.5,283.5,50.1,48.7,51.6,55.1,47.0,0.0,0.0,0.0,0.0,0.0,19.15,0.0,0.0,0.0,19.98,,,,,,,,,,,,,,,,,,,31.5
4417,28.2,28.7,28.1,28.4,28.2,985.5,985.6,998.6,1004.4,997.6,1005.0,1004.8,1004.5,1005.4,1005.9,2.1,1.3,3.4,3.3,2.4,199.3,273.4,286.8,337.7,44.3,50.3,49.8,52.3,55.3,48.9,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,20.37,,,,,,,,,,,,,,,,,,,31.5
4418,27.8,29.0,28.1,27.9,28.6,985.5,985.6,998.6,1004.5,997.6,1005.0,1004.7,1004.5,1005.4,1006.0,3.1,0.7,1.9,1.8,2.3,149.1,261.0,291.9,337.5,36.0,50.2,49.1,50.6,54.5,48.6,0.0,0.0,0.0,0.0,0.0,19.79,0.0,0.0,0.0,20.74,,,,,,,,,,,,,,,,,,,31.5
4419,27.5,28.8,28.5,28.4,28.1,985.5,985.6,998.6,1004.4,997.6,1005.0,1004.8,1004.5,1005.4,1005.9,2.0,2.5,3.1,2.3,2.2,170.8,274.3,277.6,339.3,266.0,51.6,51.5,53.0,55.2,48.0,0.0,0.0,0.0,0.0,0.0,20.07,0.0,0.0,0.0,21.05,,,,,,,,,,,,,,,,,,,31.5
4420,27.9,28.9,28.6,28.5,27.9,985.4,985.6,998.5,1004.4,997.6,1004.9,1004.8,1004.4,1005.4,1005.9,1.4,1.7,3.0,3.6,2.3,200.2,281.4,274.4,291.1,261.4,50.1,53.1,50.8,55.3,48.1,0.0,0.0,0.0,0.0,0.0,20.37,0.0,0.0,0.0,21.4,,,,,,,,,,,,,,,,,,,31.5
4421,27.1,28.7,28.5,28.3,27.8,985.4,985.7,998.6,1004.4,997.5,1005.0,1004.9,1004.4,1005.3,1005.9,1.2,2.6,3.0,2.3,2.7,206.4,294.7,236.6,280.3,282.0,51.2,58.5,52.2,57.2,47.8,0.0,0.0,0.0,0.0,0.0,20.68,0.0,0.0,0.0,21.7,,,,,,,,,,,,,,,,,,,31.0
4422,26.6,28.7,28.3,28.3,27.9,985.3,985.7,998.4,1004.5,997.5,1004.8,1004.9,1004.3,1005.3,1006.0,3.3,1.1,3.4,1.6,3.5,186.4,255.5,224.5,308.4,348.7,50.7,62.5,53.2,56.5,49.1,0.0,0.0,0.0,0.0,0.0,20.92,0.0,0.0,0.0,21.95,,,,,,,,,,,,,,,,,,,30.5
4423,26.5,28.6,28.1,27.9,27.7,985.3,985.8,998.5,1004.5,997.6,1004.9,1005.0,1004.3,1005.4,1006.0,1.5,1.6,1.8,2.9,3.3,211.3,265.9,229.3,294.4,308.6,51.6,62.0,52.5,55.8,49.0,0.0,0.0,0.0,0.0,0.0,21.13,0.0,0.0,0.0,22.21,,,,,,,,,,,,,,,,,,,30.5
4424,26.5,28.5,27.8,27.8,27.1,985.4,985.7,998.5,1004.4,997.5,1004.9,1005.0,1004.4,1005.3,1005.9,0.3,1.5,2.6,3.0,3.1,182.1,269.8,223.8,286.8,323.1,51.0,61.0,55.0,57.3,50.1,0.0,0.0,0.0,0.0,0.0,21.29,0.0,0.0,0.0,22.44,,,,,,,,,,,,,,,,,,,30.0
4425,26.4,28.4,27.8,27.9,27.3,985.4,985.7,998.5,1004.3,997.5,1004.9,1004.9,1004.4,1005.3,1005.8,1.4,1.3,3.1,2.1,3.4,211.7,258.2,224.0,284.8,340.6,51.4,61.1,55.4,57.6,50.6,0.0,0.0,0.0,0.0,0.0,21.39,0.0,0.0,0.0,22.64,,,,,,,,,,,,,,,,,,,30.0
4426,26.4,28.5,27.5,27.7,26.9,985.4,985.8,998.5,1004.4,997.5,1004.9,1005.1,1004.5,1005.3,1005.9,0.6,2.5,3.0,1.7,3.4,212.3,200.9,221.9,285.2,315.1,50.5,61.1,55.9,56.3,51.9,0.0,0.0,0.0,0.0,0.0,21.48,0.0,0.0,0.0,22.9,,,,,,,,,,,,,,,,,,,29.5
4427,26.3,28.3,27.4,27.6,26.7,985.4,985.8,998.5,1004.4,997.5,1004.9,1005.1,1004.5,1005.3,1005.9,1.6,1.6,2.0,2.1,2.8,207.7,187.0,236.5,347.8,312.0,52.0,61.5,55.8,57.6,52.9,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,23.04,,,,,,,,,,,,,,,,,,,29.5
4428,26.6,28.3,27.3,26.8,26.8,985.5,985.9,998.5,1004.4,997.6,1004.9,1005.2,1004.6,1005.4,1005.9,1.1,1.6,2.8,3.1,2.7,197.4,229.3,218.8,291.7,17.7,53.6,62.5,55.2,57.7,52.3,0.0,0.0,0.0,0.0,0.0,21.68,0.0,0.0,0.0,23.2,,,,,,,,,,,,,,,,,,,29.0
4429,26.0,28.2,27.2,26.6,26.5,985.6,986.0,998.6,1004.5,997.6,1005.0,1005.3,1004.8,1005.5,1006.0,0.8,3.2,3.4,1.8,3.4,194.7,286.5,224.2,292.3,273.2,54.1,63.0,56.3,56.5,52.4,0.0,0.0,0.0,0.0,0.0,21.77,0.0,0.0,0.0,23.37,,,,,,,,,,,,,,,,,,,28.5
4430,25.7,28.0,27.1,26.6,26.8,985.6,986.0,998.7,1004.6,997.8,1005.1,1005.3,1004.8,1005.7,1006.1,1.8,1.3,2.3,1.8,3.1,203.3,188.9,226.4,282.6,280.8,55.6,63.1,56.7,57.0,53.3,0.0,0.0,0.0,0.0,0.0,21.85,0.0,0.0,0.0,23.51,,,,,,,,,,,,,,,,,,,28.5
4431,25.1,27.9,26.9,26.3,26.5,985.7,986.0,998.7,1004.7,997.8,1005.1,1005.3,1004.9,1005.7,1006.2,2.0,2.3,1.8,2.7,3.3,197.3,222.0,231.9,300.5,319.9,56.0,64.4,57.1,57.2,53.5,0.0,0.0,0.0,0.0,0.0,21.92,0.0,0.0,0.0,23.61,,,,,,,,,,,,,,,,,,,28.5
4432,24.9,27.5,26.6,26.1,26.4,985.8,986.1,998.7,1004.7,997.8,1005.1,1005.4,1005.0,1005.7,1006.2,1.3,1.8,2.3,2.1,3.0,197.2,200.7,223.4,293.2,288.8,57.0,65.4,57.6,57.4,54.6,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,23.7,,,,,,,,,,,,,,,,,,,28.0
4433,25.0,27.3,26.5,25.9,26.0,985.8,986.1,998.9,1004.8,997.8,1005.3,1005.5,1005.0,1005.7,1006.3,1.0,1.3,1.6,2.4,2.0,207.2,225.7,229.2,303.9,307.1,58.2,65.5,58.4,58.0,56.0,0.0,0.0,0.0,0.0,0.0,22.05,0.0,0.0,0.0,23.77,,,,,,,,,,,,,,,,,,,28.0
4434,25.1,27.2,26.2,25.7,25.7,986.0,986.3,999.0,1004.7,998.0,1005.5,1005.7,1005.2,1005.9,1006.2,0.0,1.3,1.9,1.7,2.1,187.1,0.0,240.3,290.8,308.5,58.6,64.2,59.7,58.7,57.4,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,23.82,,,,,,,,,,,,,,,,,,,27.5
4435,24.7,27.0,26.0,25.5,25.6,986.1,986.4,999.1,1004.7,998.0,1005.6,1005.8,1005.4,1005.9,1006.2,2.1,1.9,0.9,1.0,1.1,232.4,201.4,231.5,293.2,291.9,59.8,64.7,60.0,59.6,58.0,0.0,0.0,0.0,0.0,0.0,22.12,0.0,0.0,0.0,23.86,,,,,,,,,,,,,,,,,,,27.5
4436,24.4,26.8,25.8,25.2,25.4,986.1,986.4,999.1,1004.9,998.1,1005.6,1005.8,1005.4,1006.0,1006.4,1.5,1.0,0.7,1.0,0.9,232.3,208.2,231.8,295.7,292.8,60.7,65.5,61.2,60.7,58.7,0.0,0.0,0.0,0.0,0.0,22.14,0.0,0.0,0.0,23.88,,,,,,,,,,,,,,,,,,,27.0
4437,24.2,26.5,25.7,24.4,25.2,986.1,986.5,999.2,1005.1,998.2,1005.7,1006.0,1005.3,1006.1,1006.6,1.5,1.5,0.5,1.2,1.3,265.1,230.6,279.2,291.3,289.9,66.1,66.8,61.7,62.3,59.2,0.0,0.0,0.0,0.0,0.0,22.17,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,26.5
4438,24.1,26.3,25.5,23.5,24.8,986.2,986.7,999.4,1005.1,998.2,1005.9,1006.2,1005.5,1006.1,1006.6,1.5,1.0,0.6,0.4,0.9,261.5,221.9,274.7,250.1,312.3,71.7,66.9,63.3,63.3,60.4,0.0,0.0,0.0,0.0,0.0,22.17,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,26.5
4439,24.0,26.2,25.3,23.5,24.5,986.3,986.8,999.4,1005.2,998.4,1005.9,1006.1,1005.6,1006.3,1006.7,1.8,1.6,0.7,0.6,1.4,215.0,206.8,247.1,271.6,294.0,69.5,67.0,64.8,64.3,61.4,0.0,0.0,0.0,0.0,0.0,22.18,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,26.0
4440,23.6,26.1,25.0,23.6,24.3,986.4,986.9,999.6,1005.3,998.5,1006.1,1006.3,1005.7,1006.4,1006.8,1.4,1.2,0.8,0.9,1.4,213.3,233.1,217.2,266.4,0.8,69.5,69.3,66.0,64.7,62.5,0.0,0.0,0.0,0.0,0.0,22.18,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,25.5
4441,23.3,26.0,24.7,23.3,24.0,986.4,987.0,999.7,1005.4,998.7,1006.1,1006.4,1005.7,1006.6,1006.9,1.1,1.5,0.9,0.5,0.4,211.8,213.7,347.2,240.6,318.6,72.6,70.5,67.4,67.1,63.3,0.0,0.0,0.0,0.0,0.0,22.19,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,25.5
4442,23.3,25.8,24.5,22.8,23.8,986.6,987.1,999.8,1005.7,998.8,1006.3,1006.5,1006.0,1006.8,1007.2,1.1,1.8,0.0,1.2,0.5,0.0,199.5,303.7,280.4,340.1,74.3,70.7,69.1,68.7,64.1,0.0,0.0,0.0,0.0,0.0,22.19,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,25.0
4443,23.3,25.7,24.2,22.6,23.9,986.7,987.3,1000.0,1005.8,998.9,1006.5,1006.7,1006.1,1006.9,1007.3,1.1,1.5,0.6,1.2,1.2,212.8,209.0,221.9,285.5,339.5,76.5,70.9,69.4,70.7,64.5,0.0,0.0,0.0,0.0,0.0,22.19,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,25.0
4444,23.0,25.6,24.1,22.2,23.7,986.9,987.4,1000.1,1005.8,998.9,1006.6,1006.8,1006.3,1006.9,1007.3,0.9,2.3,0.6,1.2,1.5,225.1,210.4,224.8,281.0,323.3,78.5,72.0,70.3,71.5,64.7,0.0,0.0,0.0,0.0,0.0,22.19,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,24.5
4445,23.0,25.4,23.9,22.1,23.6,986.8,987.4,1000.2,1006.0,999.0,1006.7,1006.9,1006.3,1007.0,1007.5,1.2,2.4,0.4,1.0,1.2,225.5,232.8,266.3,261.3,324.2,79.1,71.1,71.3,72.3,64.7,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,24.5
4446,22.8,25.3,23.7,22.0,23.4,987.0,987.5,1000.4,1006.2,999.2,1006.9,1007.0,1006.5,1007.2,1007.7,0.9,2.2,0.6,1.4,1.6,234.2,215.7,282.1,280.2,340.6,79.8,71.7,72.1,71.5,65.6,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,24.5
4447,22.6,25.1,23.7,21.9,23.3,987.1,987.5,1000.6,1006.2,999.3,1007.1,1007.0,1006.6,1007.3,1007.7,1.7,1.7,0.0,0.7,0.9,0.0,213.0,243.4,256.0,303.5,80.7,72.8,72.1,71.1,65.8,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,24.0
4448,22.6,24.9,23.3,21.2,23.2,987.2,987.6,1000.6,1006.5,999.5,1007.1,1007.1,1006.8,1007.5,1008.0,1.2,0.8,0.0,1.0,1.7,0.0,222.1,251.3,265.8,281.6,83.9,73.4,72.8,72.2,66.6,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,24.0
4449,22.4,24.7,23.2,21.5,23.2,987.2,987.8,1000.6,1006.4,999.6,1007.1,1007.3,1006.7,1007.5,1007.9,0.0,2.3,0.4,1.6,1.3,242.0,0.0,235.2,288.2,283.0,80.5,75.3,72.3,73.7,66.6,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,23.5
4450,22.2,24.3,23.2,21.4,23.0,987.4,987.9,1000.7,1006.4,999.8,1007.2,1007.4,1006.9,1007.7,1007.9,0.0,2.0,0.7,1.4,1.1,155.4,0.0,260.2,286.3,308.8,82.6,77.6,73.6,74.3,66.9,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,23.5
4451,21.9,24.0,23.0,20.8,22.8,987.4,987.8,1000.4,1006.4,999.7,1006.9,1007.4,1007.0,1007.7,1007.9,0.0,2.0,0.0,1.7,2.1,0.0,0.0,261.5,251.7,294.7,84.7,78.8,73.0,74.8,67.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,23.0
4452,21.7,23.7,23.0,20.8,22.5,987.4,987.9,1000.6,1006.4,999.6,1007.1,1007.5,1007.0,1007.6,1007.9,0.0,1.5,0.7,1.2,0.9,252.7,0.0,251.4,281.6,298.8,82.8,79.9,74.8,75.0,67.4,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,23.0
4453,21.6,23.5,22.8,20.9,22.1,987.2,987.9,1000.6,1006.5,999.4,1007.1,1007.5,1006.8,1007.4,1008.0,0.0,1.0,0.7,1.7,1.2,318.6,0.0,265.8,277.0,307.3,81.6,80.2,77.0,75.5,67.7,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,23.0
4454,21.4,23.3,22.7,20.6,22.1,987.2,987.8,1000.7,1006.6,999.6,1007.2,1007.4,1006.8,1007.6,1008.2,0.0,0.6,0.8,1.4,1.1,305.7,0.0,263.2,270.2,357.2,83.6,80.9,76.4,76.3,67.8,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,22.5
4455,21.2,23.3,22.6,20.6,22.1,987.3,987.8,1000.8,1006.4,999.8,1007.3,1007.4,1006.9,1007.8,1008.0,0.0,2.2,0.0,1.3,0.7,0.0,0.0,255.8,296.3,296.6,82.6,81.9,75.8,76.6,67.4,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,22.5
4456,21.1,23.2,22.6,20.5,22.0,987.4,987.8,1000.8,1006.5,999.7,1007.3,1007.4,1007.0,1007.7,1008.1,0.0,0.0,0.8,1.1,1.1,223.4,0.0,255.8,273.9,351.2,84.2,83.1,75.6,76.8,67.9,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,22.5
4457,20.9,23.1,22.5,21.0,21.9,987.4,987.8,1000.8,1006.5,999.7,1007.3,1007.5,1007.0,1007.7,1008.1,0.0,1.4,1.3,1.5,1.5,202.8,0.0,227.8,259.1,310.4,82.5,84.3,75.4,76.6,68.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,22.5
4458,20.7,23.0,22.3,20.9,21.8,987.4,987.7,1000.7,1006.5,999.6,1007.2,1007.4,1007.0,1007.6,1008.1,0.0,1.1,0.7,1.4,1.3,209.2,0.0,245.5,263.0,298.6,84.4,85.4,75.1,77.2,68.2,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,22.5
4459,20.9,22.9,22.2,20.9,21.5,987.5,987.8,1000.9,1006.6,999.7,1007.4,1007.5,1007.1,1007.7,1008.2,0.0,1.3,0.2,1.3,1.1,215.8,0.0,303.5,271.9,310.5,83.9,85.2,76.1,78.0,68.4,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,22.0
4460,21.0,22.7,22.1,20.3,21.3,987.4,987.9,1000.9,1006.5,999.9,1007.5,1007.6,1007.1,1007.9,1008.1,0.0,1.4,0.0,0.6,1.2,0.0,0.0,304.6,271.9,277.0,86.3,83.4,77.2,78.5,68.8,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,22.0
4461,20.9,22.6,22.0,20.6,21.2,987.4,987.9,1000.8,1006.4,999.8,1007.4,1007.6,1007.0,1007.8,1008.0,0.0,2.3,0.0,0.0,0.6,0.0,0.0,20.8,0.0,286.7,84.5,82.7,78.0,78.8,69.9,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,22.0
