wd1,wd2,wd3,wd4,wd5
253.1,0.0,0.0,0.0,248.5
338.5,230.1,54.9,0.0,0.0
221.8,0.0,63.1,0.0,255.9
245.2,187.8,51.3,0.0,212.5
156.9,151.9,0.0,0.0,243.9
0.0,0.0,0.0,0.0,217.5
0.0,150.6,0.0,0.0,149.3
273.6,218.7,0.0,0.0,168.5
232.6,207.2,0.0,0.0,139.6
251.8,212.7,0.0,0.0,169.9
234.9,222.0,0.0,0.0,169.4
201.6,210.3,0.0,0.0,144.6
0.0,0.0,0.0,0.0,115.0
296.6,243.3,0.0,0.0,211.0
181.1,268.1,0.0,0.0,172.2
176.1,0.0,0.0,0.0,191.0
249.9,238.9,0.0,0.0,115.2
204.0,242.0,0.0,0.0,123.1
250.7,263.5,0.0,0.0,208.8
192.9,0.0,0.0,0.0,136.1
152.7,250.7,0.0,0.0,139.4
237.7,260.4,0.0,0.0,141.9
0.0,247.7,0.0,0.0,133.1
234.8,232.2,0.0,0.0,175.4
250.9,252.2,0.0,0.0,324.3
216.2,289.5,0.0,0.0,307.1
207.3,284.3,0.0,0.0,2.1
234.9,245.4,0.0,0.0,324.7
230.9,254.7,0.0,0.0,317.5
236.6,260.7,0.0,0.0,272.4
175.8,274.7,0.0,0.0,0.0
280.6,0.0,0.0,0.0,128.2
234.5,264.1,143.4,0.0,131.6
211.9,256.2,0.0,0.0,138.8
206.9,256.7,0.0,0.0,341.2
343.8,251.2,0.0,0.0,319.5
259.7,245.5,0.0,0.0,323.6
207.5,0.0,143.0,0.0,308.2
40.0,261.9,0.0,0.0,340.8
20.6,37.5,0.0,0.0,329.9
235.5,0.0,164.2,0.0,317.2
231.9,208.5,0.0,0.0,0.0
169.3,159.7,0.0,0.0,165.0
224.5,20.6,0.0,0.0,192.1
0.0,233.7,0.0,0.0,118.8
0.0,240.1,0.0,0.0,156.9
0.0,267.6,0.0,0.0,132.3
222.3,258.5,0.0,0.0,190.2
223.4,237.3,0.0,0.0,336.4
293.5,284.3,0.0,0.0,291.5
254.6,0.0,0.0,0.0,319.6
218.8,0.0,0.0,0.0,318.3
0.0,34.3,0.0,0.0,328.5
222.2,29.5,0.0,0.0,309.8
222.2,0.0,0.0,0.0,325.7
297.8,257.0,133.6,0.0,302.1
0.0,260.3,0.0,0.0,273.8
229.7,253.0,0.0,0.0,0.0
0.0,232.8,0.0,0.0,0.0
263.5,252.6,0.0,0.0,0.0
269.6,238.6,0.0,0.0,178.1
181.1,0.0,0.0,0.0,168.8
262.0,325.2,0.0,0.0,159.5
197.0,270.9,0.0,0.0,158.3
328.3,300.1,0.0,0.0,153.1
0.0,36.4,0.0,0.0,139.6
196.3,195.9,0.0,0.0,136.3
168.5,146.2,0.0,0.0,101.1
311.5,16.2,0.0,0.0,170.2
206.8,90.5,0.0,0.0,171.9
177.8,106.3,0.0,0.0,214.0
170.0,0.0,313.5,0.0,240.8
191.7,168.7,92.8,0.0,167.1
196.0,56.7,154.8,0.0,156.4
132.3,45.8,43.0,0.0,128.4
279.5,144.6,175.2,0.0,71.7
213.9,43.2,238.2,0.0,149.7
226.0,191.4,0.0,0.0,264.2
167.9,133.8,100.2,0.0,104.1
126.2,117.2,124.3,0.0,255.0
102.5,22.8,176.9,116.3,223.2
198.9,164.8,139.3,97.5,167.7
184.2,236.8,137.3,131.3,117.6
186.5,97.8,181.1,119.7,193.3
112.5,137.7,191.2,140.1,169.7
77.5,178.5,190.7,151.6,175.5
67.8,14.9,167.2,156.1,142.8
139.6,187.5,209.7,161.8,208.1
105.0,167.1,160.8,161.1,245.2
65.0,144.6,167.4,145.8,220.0
74.0,165.3,118.4,189.4,152.4
184.0,125.3,114.4,189.6,237.8
108.1,205.0,148.4,225.2,233.5
53.9,131.0,187.4,212.3,267.5
70.8,159.1,143.0,219.5,163.3
61.2,142.7,154.4,195.4,239.6
90.8,289.8,194.0,212.5,92.1
75.8,104.4,220.5,209.3,254.1
62.1,252.2,227.7,350.1,217.8
11.1,160.9,214.5,155.2,270.6
98.8,120.3,172.2,150.8,306.3
49.4,130.9,184.5,143.0,229.0
1.0,150.8,213.3,169.7,272.6
80.2,129.7,175.0,139.5,219.3
46.1,118.7,217.8,177.7,241.0
28.6,223.8,239.8,255.4,240.4
114.8,173.0,227.3,142.0,246.9
63.2,149.0,226.2,207.5,255.3
78.0,170.9,260.4,227.4,255.4
98.8,126.2,223.6,233.0,263.5
69.4,138.3,213.6,203.9,257.0
160.0,127.0,212.5,184.4,232.0
98.1,160.9,227.6,220.1,242.1
101.0,147.1,224.7,194.3,241.5
126.9,140.9,213.4,224.3,221.8
131.8,138.0,182.7,188.5,257.8
145.8,124.5,237.0,212.8,266.0
161.0,171.8,241.6,200.9,230.8
186.4,135.5,225.7,170.6,226.7
161.7,122.2,222.2,181.5,250.6
135.1,124.5,247.1,192.3,237.4
119.7,137.8,240.4,177.1,241.2
231.5,119.4,227.0,235.3,249.8
89.3,131.9,300.7,182.0,242.9
148.1,147.3,285.2,250.8,247.3
52.8,132.3,259.9,243.8,231.0
79.9,138.6,226.8,219.3,262.8
68.9,128.5,223.0,214.2,267.9
86.6,134.1,245.7,231.9,247.7
68.2,170.4,227.6,210.3,235.4
85.7,129.9,219.0,195.3,255.1
138.8,128.3,229.5,192.2,257.5
125.0,83.7,229.1,192.6,257.1
87.4,120.8,215.6,191.5,247.8
101.7,123.6,202.3,181.7,260.5
128.8,121.5,192.5,190.5,209.0
159.5,136.1,203.7,185.0,267.8
86.1,159.8,190.7,209.5,195.6
340.9,145.4,193.2,200.5,253.0
15.4,149.4,214.3,195.8,277.0
42.6,116.0,187.3,0.0,276.1
66.3,156.4,184.0,264.1,261.5
0.0,127.4,154.0,261.4,256.5
0.0,129.6,162.2,225.6,241.8
244.9,74.3,173.5,175.4,211.0
171.1,253.3,172.9,184.8,231.1
335.8,200.2,171.7,189.8,270.3
4.7,130.4,155.3,0.0,173.6
6.6,247.1,152.7,0.0,174.1
16.3,136.4,163.5,0.0,185.5
71.9,121.9,164.8,0.0,180.5
199.8,134.1,162.3,0.0,181.3
231.6,139.9,143.8,0.0,201.0
229.0,139.1,165.2,0.0,148.1
13.3,162.6,162.1,0.0,186.1
49.1,142.5,175.3,0.0,195.1
274.6,158.1,158.5,0.0,166.1
174.4,151.5,148.8,0.0,181.1
226.0,144.9,149.0,0.0,183.9
217.6,139.0,159.5,0.0,215.6
272.9,136.2,145.6,139.2,182.7
122.9,129.6,166.4,0.0,194.8
123.4,125.7,165.8,154.0,217.5
317.6,113.4,164.7,144.5,188.7
146.5,125.5,167.8,107.4,193.6
293.6,103.9,154.8,151.5,205.8
73.3,138.4,144.3,0.0,203.5
209.1,132.2,129.2,0.0,170.8
198.5,130.6,113.0,0.0,156.0
205.7,119.2,102.1,0.0,129.1
233.9,141.4,97.9,0.0,130.7
0.0,121.7,98.6,0.0,194.5
140.6,140.2,96.2,123.1,180.8
285.7,150.6,113.6,123.2,174.8
181.6,93.7,111.6,0.0,202.5
271.5,109.9,123.2,0.0,186.4
162.9,85.8,112.6,0.0,173.6
247.2,88.2,107.1,209.2,188.9
234.1,75.0,120.5,0.0,146.0
294.7,77.2,111.9,0.0,141.5
267.3,66.2,121.8,125.7,146.1
279.9,52.6,117.6,147.3,153.6
310.9,87.9,106.9,0.0,139.5
240.7,101.6,129.5,0.0,142.0
359.4,86.2,126.4,0.0,158.8
280.7,64.6,130.1,0.0,147.8
176.5,91.0,117.2,0.0,146.3
194.1,101.1,107.3,0.0,148.9
235.9,96.8,127.4,0.0,151.5
263.9,56.0,126.4,0.0,143.5
247.2,93.0,122.1,0.0,146.3
313.2,107.5,139.5,0.0,143.6
287.4,93.6,120.0,0.0,127.4
221.4,94.5,114.6,0.0,144.5
218.6,66.6,129.5,0.0,143.7
227.4,50.4,103.4,0.0,158.3
224.4,72.6,126.2,0.0,133.8
20.2,60.8,128.4,0.0,142.3
14.9,80.4,127.9,0.0,145.4
6.9,77.5,124.5,0.0,113.4
7.9,75.4,115.2,0.0,130.7
22.1,60.5,125.0,0.0,143.8
18.8,70.4,116.2,0.0,124.6
27.5,64.0,122.3,118.4,158.1
20.2,49.7,100.5,0.0,144.8
18.5,62.8,89.3,0.0,128.2
17.4,62.5,69.1,0.0,156.9
19.0,51.3,85.4,0.0,146.7
30.1,40.7,55.8,100.0,148.1
18.1,69.5,50.6,0.0,132.1
7.0,46.8,72.6,0.0,124.9
13.3,46.6,87.8,0.0,182.4
26.6,38.7,123.3,0.0,126.6
24.7,45.2,126.4,0.0,130.2
15.5,39.9,134.3,0.0,148.2
25.1,64.0,126.7,0.0,152.0
31.8,63.9,126.1,0.0,149.0
19.1,72.1,125.0,0.0,155.8
15.2,63.7,126.8,0.0,159.7
14.4,39.0,157.5,0.0,153.1
9.7,47.8,147.6,0.0,140.9
19.2,57.7,151.2,0.0,146.8
25.7,62.3,153.7,0.0,173.3
14.0,54.5,144.8,106.0,160.0
26.2,66.8,158.1,133.3,175.0
15.2,62.9,145.0,132.9,172.2
12.3,61.4,146.2,137.9,173.3
20.8,64.0,144.8,154.4,169.6
9.0,80.4,163.6,143.6,172.9
10.6,64.8,140.0,139.9,165.5
29.4,126.4,160.6,153.3,182.1
45.4,112.6,166.5,151.4,191.3
40.1,111.1,177.0,152.8,178.7
37.3,85.0,186.1,157.9,188.5
34.0,94.7,174.0,165.0,181.0
24.2,0.0,181.4,186.6,168.5
11.3,144.1,186.8,168.2,189.4
15.0,200.1,235.6,171.6,178.4
20.8,136.1,251.7,169.7,170.3
14.3,106.3,211.9,187.4,192.3
6.5,100.4,225.6,162.1,178.7
23.3,105.7,215.1,186.4,177.7
10.2,117.5,202.0,174.3,177.5
24.6,120.7,221.4,222.0,190.2
22.8,128.9,227.4,183.8,192.9
44.2,158.8,223.2,193.7,212.4
51.1,184.9,223.2,248.4,235.6
67.6,170.4,207.0,194.8,261.6
78.7,162.3,221.1,226.2,250.3
58.7,165.4,208.0,234.0,239.4
44.6,178.2,231.6,230.2,238.4
59.8,9.2,228.7,267.4,240.4
119.5,150.6,226.8,258.1,214.3
168.8,142.9,211.5,233.2,223.6
126.3,177.7,221.6,234.3,217.6
90.7,152.2,237.4,223.2,248.9
104.6,158.9,222.7,211.8,225.6
97.2,151.9,217.8,243.8,220.1
116.4,145.6,223.1,233.6,234.8
112.5,139.9,222.7,217.0,216.9
90.4,114.4,229.0,258.7,228.1
109.3,137.1,211.8,282.4,245.8
117.5,164.6,234.4,254.4,254.3
148.9,138.3,205.3,236.1,242.1
136.2,137.1,216.5,218.7,230.3
79.3,147.6,229.1,268.0,221.1
145.2,127.3,219.4,270.8,231.1
139.9,132.9,246.8,292.0,240.0
134.5,130.0,266.1,238.9,246.4
80.4,137.5,273.1,253.7,210.4
87.3,135.8,285.7,268.2,222.9
138.6,136.9,290.9,293.4,243.9
80.0,143.1,278.3,278.6,232.0
111.6,146.4,286.2,230.7,235.2
153.6,147.7,283.8,284.2,246.5
105.6,191.9,280.2,298.4,244.7
160.3,136.0,270.3,246.4,246.7
96.7,170.2,289.6,292.5,237.0
97.7,155.3,230.6,296.3,240.7
130.5,81.6,215.6,262.9,229.6
91.1,219.6,234.4,266.6,259.3
105.9,226.0,307.3,252.7,229.2
136.5,85.7,273.4,272.3,227.6
88.8,205.6,290.0,265.3,253.8
147.3,150.3,291.3,244.6,230.2
138.3,148.6,284.9,279.9,252.5
103.0,228.3,277.3,224.8,241.3
117.7,147.6,278.0,242.3,246.0
170.8,135.5,239.7,230.3,237.5
170.2,151.7,255.9,264.4,244.7
187.4,130.7,274.1,264.8,238.7
114.7,137.6,265.4,240.3,261.7
142.6,138.9,292.1,254.5,247.7
87.9,131.0,323.6,234.2,236.0
99.8,155.9,253.0,257.0,256.8
116.6,211.1,300.5,247.7,261.2
102.2,174.3,189.4,283.7,237.2
113.7,177.4,0.0,297.0,232.4
138.2,180.0,0.0,302.9,248.7
129.1,149.9,0.0,257.9,244.1
124.7,208.7,136.5,270.9,246.0
154.9,213.1,104.1,265.5,251.5
176.2,201.5,48.2,260.1,264.5
175.4,249.3,56.9,283.6,242.3
177.4,188.6,0.0,262.9,249.0
192.5,221.2,55.5,286.9,243.6
170.6,0.0,78.6,247.6,217.9
179.7,342.6,0.0,248.0,216.7
162.6,132.7,324.2,272.5,241.4
159.1,200.0,49.3,257.2,254.6
158.7,16.9,0.0,262.0,197.4
184.9,151.2,55.1,256.4,214.3
171.8,142.9,297.5,287.5,254.1
171.5,172.3,109.9,261.2,228.0
194.0,127.0,170.3,278.1,172.6
174.2,167.0,0.0,258.2,229.9
208.3,142.0,0.0,245.7,226.6
193.7,124.1,312.7,257.3,265.6
197.6,158.2,336.6,272.5,277.8
189.6,177.1,304.8,280.9,240.9
142.9,186.7,4.6,256.6,267.3
172.1,135.4,326.9,252.5,241.3
193.0,150.4,347.0,289.3,224.1
168.8,137.9,327.9,288.3,241.7
173.1,159.8,330.5,291.1,183.4
172.7,0.0,310.4,296.1,265.0
181.1,212.9,319.3,359.3,252.9
190.1,223.1,348.0,342.9,220.3
281.0,243.5,33.4,347.6,303.0
125.7,246.4,326.9,292.4,227.4
226.0,243.1,342.3,0.0,231.5
9.0,272.4,336.6,45.1,256.5
355.5,264.8,351.2,0.0,328.0
352.6,288.7,343.2,0.0,271.2
15.6,275.8,347.1,0.0,284.0
48.9,271.1,4.2,0.0,303.7
337.7,261.9,317.3,0.0,291.4
0.0,260.5,319.1,0.0,299.6
15.0,350.2,328.3,0.0,317.8
346.6,232.1,0.0,250.1,294.3
0.0,173.5,351.7,293.9,277.1
0.0,196.5,0.0,251.2,291.0
256.4,7.5,136.2,288.0,255.2
248.4,297.1,0.0,0.0,71.4
27.4,0.0,0.0,0.0,309.6
13.8,0.0,64.8,203.1,323.8
54.3,198.8,222.0,170.7,306.3
41.8,165.5,0.0,0.0,339.3
31.7,201.4,0.0,124.6,322.3
0.0,220.2,0.0,151.9,326.1
244.9,175.2,142.8,312.8,325.7
226.5,0.0,148.8,290.7,292.6
228.3,0.0,0.0,0.0,288.9
206.0,167.9,0.0,0.0,246.6
193.6,235.9,0.0,0.0,260.0
251.8,197.7,0.0,0.0,253.3
254.4,210.2,155.7,0.0,257.5
0.0,261.1,180.1,0.0,286.5
0.0,0.0,173.9,0.0,242.3
211.0,0.0,178.8,0.0,264.4
230.9,0.0,218.6,0.0,245.7
254.3,242.4,218.8,0.0,271.6
2.1,287.0,223.5,0.0,305.9
287.2,224.3,169.1,0.0,358.5
156.8,248.8,148.3,282.7,265.8
262.6,312.9,0.0,333.0,298.1
267.2,267.3,336.9,272.8,339.0
232.5,253.3,331.0,346.1,12.8
174.0,288.4,284.2,270.8,268.5
203.9,272.1,274.4,289.3,276.5
197.9,269.3,39.0,349.9,246.5
119.8,267.2,298.8,2.2,296.3
193.3,295.9,313.2,336.2,279.8
199.1,267.9,307.2,348.2,273.5
286.6,243.7,289.2,196.1,331.2
255.5,219.9,294.0,344.3,302.5
187.8,245.0,326.4,292.9,316.1
194.4,180.0,326.6,6.9,307.5
285.8,263.9,287.9,302.0,295.4
195.0,238.6,325.8,359.5,275.0
191.3,262.7,327.0,14.7,310.1
224.1,232.4,329.1,314.9,352.5
202.6,230.2,341.9,313.2,341.5
190.6,243.4,9.3,295.0,297.6
179.1,263.0,331.5,319.6,306.1
189.2,281.6,318.7,281.0,304.0
183.8,285.0,332.1,347.7,292.6
199.6,239.0,324.2,243.5,233.2
210.9,271.4,309.9,235.3,260.1
184.2,262.6,311.5,283.0,262.1
220.7,257.2,309.2,274.6,281.5
198.6,232.8,305.8,223.8,287.8
224.4,192.8,295.9,250.6,291.7
195.8,227.0,304.9,270.5,257.5
177.7,251.1,344.7,276.5,324.8
200.0,243.8,305.9,293.4,306.0
164.6,263.5,358.1,292.8,336.1
152.4,257.9,296.1,291.1,266.0
165.2,262.1,19.2,261.3,291.2
137.0,255.5,310.2,295.8,272.7
166.3,241.8,305.6,278.3,311.9
167.4,216.8,330.2,278.5,322.8
189.9,173.2,270.1,303.2,330.7
172.4,199.7,281.8,202.0,298.8
184.5,250.8,140.8,297.2,264.6
176.1,234.2,275.3,275.2,282.8
183.2,235.9,281.4,271.8,280.4
215.7,219.6,293.8,270.8,279.9
169.1,216.6,260.1,244.4,265.0
197.5,231.1,266.7,235.4,321.0
174.0,132.3,321.9,227.3,325.0
174.9,109.6,228.4,218.0,283.1
186.9,166.6,292.0,220.4,281.3
187.2,224.1,290.5,228.8,261.2
183.7,220.4,247.2,227.4,267.9
186.6,152.4,271.8,278.5,283.1
141.9,156.3,235.2,262.4,270.3
138.9,181.8,274.7,277.3,263.0
163.5,212.3,286.3,246.2,277.3
145.7,233.0,282.0,272.7,281.4
143.5,250.4,278.0,259.9,288.6
135.7,225.8,255.7,283.1,274.3
154.5,213.6,254.0,269.1,276.7
140.7,178.4,277.2,257.6,258.5
125.7,221.2,225.7,245.4,249.7
111.3,235.2,248.3,239.6,259.2
149.5,201.3,285.4,256.6,248.0
123.2,196.4,293.7,229.8,240.3
90.2,211.9,228.4,0.0,252.0
141.4,198.8,238.4,264.9,251.2
143.8,160.8,253.7,255.8,236.9
223.4,154.4,235.3,232.5,236.5
227.3,163.8,229.1,243.4,207.2
186.2,153.2,304.4,266.4,245.5
358.5,128.2,76.6,232.1,271.3
321.6,149.9,0.0,259.3,253.7
6.2,157.4,117.5,245.9,227.3
48.1,119.8,81.0,272.4,221.2
229.0,142.7,90.3,284.6,234.2
201.8,125.6,49.3,292.5,245.8
246.2,124.5,45.0,0.0,249.4
346.2,134.0,0.0,160.6,242.6
207.1,136.8,0.0,0.0,248.6
356.7,125.4,94.8,325.9,211.3
203.1,139.8,71.7,187.5,199.4
344.9,124.2,94.6,254.0,186.5
351.3,134.0,0.0,45.5,211.1
204.0,152.7,0.0,150.2,178.8
215.2,141.2,62.9,188.0,181.7
213.4,130.0,86.5,99.9,188.7
0.0,127.3,75.0,148.2,203.4
94.8,126.0,62.1,315.1,195.9
237.3,131.0,0.0,343.6,197.4
221.6,128.1,0.0,331.6,250.6
255.1,123.3,75.1,86.6,237.4
216.2,140.3,77.3,351.2,217.3
182.3,124.5,76.3,315.9,219.2
138.4,128.1,81.0,15.7,238.2
243.3,115.6,105.7,57.7,214.7
222.4,152.0,92.6,0.0,160.9
179.6,142.4,75.0,238.9,211.8
193.0,133.1,117.7,169.7,284.1
0.0,133.4,73.1,147.0,276.1
213.5,133.6,59.6,174.8,179.6
238.5,131.2,0.0,338.5,161.7
238.2,155.0,0.0,309.0,168.7
184.9,156.7,0.0,307.7,158.0
226.2,146.3,92.0,0.0,160.1
256.4,152.3,0.0,0.0,203.1
245.4,154.7,0.0,0.0,0.0
250.6,175.8,0.0,0.0,143.1
247.4,155.8,0.0,0.0,154.6
239.0,160.1,0.0,0.0,150.5
0.0,142.9,0.0,0.0,243.6
0.0,0.0,0.0,0.0,170.4
0.0,93.6,0.0,0.0,177.5
35.5,4.0,0.0,0.0,185.1
0.0,17.0,0.0,0.0,203.9
270.0,273.7,0.0,0.0,114.4
226.9,58.9,0.0,0.0,158.1
266.5,0.0,0.0,0.0,164.4
225.0,178.6,0.0,0.0,176.2
181.4,191.8,0.0,0.0,162.1
233.7,182.3,0.0,0.0,149.9
0.0,196.6,0.0,0.0,152.1
241.8,189.6,0.0,0.0,147.4
235.5,0.0,0.0,0.0,151.2
0.0,89.2,0.0,0.0,165.9
0.0,260.0,0.0,0.0,139.7
0.0,252.9,0.0,0.0,142.1
247.9,310.0,0.0,0.0,144.4
0.0,348.3,0.0,0.0,151.7
240.0,5.3,0.0,0.0,147.2
246.6,0.0,0.0,0.0,182.1
264.4,2.8,0.0,0.0,161.4
254.9,34.6,0.0,0.0,166.6
238.2,131.1,0.0,0.0,159.0
282.5,328.1,0.0,0.0,149.1
290.6,134.8,0.0,0.0,188.8
306.5,0.0,0.0,0.0,145.8
233.2,141.0,0.0,0.0,159.7
237.4,125.1,0.0,0.0,178.6
302.7,115.2,148.7,0.0,216.5
254.4,117.6,0.0,0.0,216.1
174.0,123.7,0.0,0.0,197.2
79.1,118.1,121.3,0.0,250.3
55.0,122.1,0.0,0.0,194.5
70.1,113.4,0.0,82.2,132.1
37.2,105.1,0.0,70.0,68.6
81.5,125.3,244.3,183.4,175.8
60.3,118.5,0.0,145.0,161.0
304.7,109.1,0.0,98.8,255.5
58.9,134.1,200.4,296.3,188.8
347.6,110.2,210.1,284.0,228.9
327.4,139.9,180.2,325.5,221.3
303.6,139.9,150.7,264.9,217.9
3.2,139.9,211.4,242.8,196.8
271.2,139.9,230.4,271.9,166.0
290.6,139.9,236.7,218.7,260.1
228.0,124.3,204.9,265.9,177.5
44.7,118.5,226.8,248.6,214.9
51.0,118.5,237.5,253.6,204.8
51.0,118.5,221.0,228.1,251.6
51.0,118.5,233.1,222.9,246.7
209.5,118.5,231.8,232.1,260.8
146.7,118.9,221.6,271.8,269.3
138.2,115.5,219.7,267.2,241.2
142.7,115.5,216.0,286.2,291.8
110.6,115.5,193.9,286.4,247.5
131.7,199.5,219.1,287.2,277.8
136.7,144.4,225.5,277.2,238.7
142.9,250.7,268.9,293.8,249.0
135.8,148.0,223.5,249.0,283.9
123.2,78.7,230.6,264.2,247.1
137.3,159.3,224.2,228.2,205.2
111.4,159.0,219.4,258.6,234.0
197.4,146.0,222.1,280.1,237.6
192.9,249.1,234.2,247.1,259.5
166.8,180.0,217.5,246.6,181.0
181.1,59.3,213.7,236.3,250.1
183.3,220.9,222.1,263.4,227.5
157.2,114.8,215.4,258.0,255.2
211.1,152.1,219.0,256.8,302.6
197.2,147.5,220.2,256.0,279.7
134.3,119.0,221.7,232.5,271.2
190.7,152.4,220.9,251.2,281.2
176.4,210.3,216.5,269.3,274.7
173.6,162.9,239.4,267.3,334.3
143.1,220.8,252.4,275.7,282.5
185.7,208.8,275.8,236.5,290.9
166.2,156.3,275.9,250.6,288.6
201.8,2.9,297.3,262.3,339.4
178.9,250.1,290.0,266.5,295.7
194.4,238.0,271.2,262.0,330.7
194.1,221.2,284.8,260.4,305.5
183.3,228.0,277.6,232.8,313.5
192.9,235.0,282.1,260.0,286.6
148.5,247.9,274.6,249.0,274.1
162.8,235.1,280.8,261.4,278.9
162.7,275.1,296.9,264.1,301.9
168.3,235.1,273.0,268.8,275.9
184.0,248.7,318.0,249.6,290.0
207.0,227.1,328.3,251.1,271.9
194.5,214.3,318.9,268.6,308.0
200.4,239.4,308.7,259.1,332.6
196.4,238.2,300.3,261.4,302.9
186.3,245.6,298.2,264.6,275.4
207.9,237.5,290.3,267.5,310.3
205.2,235.8,302.6,274.6,262.7
209.7,234.7,298.1,274.3,287.5
195.9,222.3,309.2,271.5,267.9
190.3,221.1,338.1,253.8,290.4
199.1,215.8,338.7,279.6,295.2
217.1,226.5,21.4,226.1,297.6
248.2,223.4,70.8,251.8,296.5
261.0,218.9,49.8,264.2,268.6
246.5,201.0,158.9,249.2,275.0
268.8,198.6,0.0,0.0,278.1
257.1,203.0,46.4,0.0,303.2
261.2,200.3,53.9,0.0,286.7
229.0,200.4,76.7,0.0,281.5
296.2,193.1,52.6,157.3,276.8
259.0,223.9,98.8,144.6,269.2
250.5,239.7,77.7,195.1,271.6
183.2,190.6,27.1,226.6,301.4
58.5,221.5,0.0,239.9,248.6
27.0,258.7,159.2,0.0,237.9
23.6,252.9,0.8,0.0,198.9
33.5,273.4,34.8,0.0,197.6
356.1,148.3,0.0,0.0,208.9
229.0,244.7,0.0,0.0,205.1
233.3,259.9,0.0,283.7,208.5
236.7,246.5,184.3,284.2,182.7
253.5,185.8,0.0,295.7,201.1
224.6,238.6,84.3,288.1,250.7
217.5,210.0,0.0,0.0,261.4
0.0,64.5,144.0,0.0,246.5
245.7,36.5,0.0,0.0,236.6
255.9,30.4,0.0,0.0,221.1
213.9,21.9,78.9,0.0,150.9
195.0,52.7,0.0,0.0,206.7
210.2,70.1,231.8,0.0,215.7
178.8,31.5,0.0,0.0,271.1
209.6,89.9,0.0,0.0,251.5
181.7,128.4,0.0,0.0,197.7
222.7,111.9,0.0,0.0,236.7
242.7,110.7,0.0,0.0,243.5
0.0,98.4,0.0,0.0,208.9
210.3,135.0,0.0,0.0,152.3
185.0,140.2,0.0,0.0,145.1
0.0,145.7,0.0,0.0,148.5
211.2,140.7,263.0,0.0,153.3
232.7,194.4,195.3,0.0,142.1
168.8,127.2,0.0,0.0,188.3
197.6,132.0,0.0,0.0,146.0
0.0,125.8,0.0,0.0,160.6
250.9,112.4,0.0,0.0,149.1
233.5,114.2,0.0,0.0,150.0
222.9,90.7,196.4,0.0,140.7
226.3,124.6,0.0,0.0,138.3
224.7,87.9,0.0,0.0,145.4
272.9,48.1,167.2,0.0,155.0
221.9,86.8,0.0,264.4,131.8
0.0,96.2,166.5,274.8,144.5
188.5,90.0,0.0,0.0,139.6
341.5,100.6,0.0,288.4,154.7
20.7,109.4,245.2,266.6,136.9
303.2,105.1,0.0,269.2,166.6
0.0,113.9,0.0,257.7,152.9
0.0,108.8,0.0,282.0,166.2
0.0,101.4,199.4,278.7,139.1
0.0,51.8,239.8,279.2,164.9
183.8,76.3,263.6,281.8,149.0
228.4,100.4,282.6,249.0,143.7
206.1,0.0,288.8,0.0,142.7
260.6,242.8,330.1,0.0,168.5
0.0,103.7,345.5,0.0,206.1
338.2,40.5,236.8,0.0,253.5
331.8,103.2,172.5,142.0,178.6
311.1,76.0,209.8,180.3,261.3
202.6,87.3,222.1,114.1,261.7
226.0,0.0,191.2,93.9,228.3
220.8,237.6,196.8,153.1,253.2
196.2,84.6,280.2,296.2,242.0
185.6,104.7,225.0,258.6,266.5
233.4,79.1,214.7,291.2,213.3
226.0,0.0,242.2,230.6,214.3
152.0,155.4,315.2,224.6,157.6
55.9,37.6,218.8,0.0,154.2
165.4,23.2,157.6,0.0,135.2
176.3,153.6,161.9,0.0,28.9
67.3,72.7,253.3,0.0,181.7
64.6,126.8,181.0,0.0,154.7
49.7,129.9,236.1,0.0,155.5
56.5,114.9,141.2,0.0,112.2
73.1,106.0,114.1,0.0,268.8
46.5,112.1,204.5,0.0,187.0
180.5,121.9,178.6,0.0,243.7
213.1,122.7,122.4,0.0,233.6
183.7,116.2,180.1,0.0,238.3
220.4,124.6,227.1,20.1,231.9
158.5,128.5,298.6,238.5,212.1
295.0,104.4,167.0,264.2,219.6
153.2,116.7,210.5,296.7,236.8
118.6,105.5,213.6,289.1,255.3
95.1,128.4,229.8,254.4,257.7
172.3,120.8,208.0,233.6,240.4
131.4,128.3,190.4,274.0,226.3
105.5,133.6,213.2,287.9,247.0
106.4,130.0,230.2,259.6,259.1
102.3,143.4,217.9,287.2,217.2
93.7,138.1,237.5,231.0,222.5
82.7,135.0,257.6,267.3,270.6
156.9,86.4,243.0,214.9,233.7
147.1,110.6,229.9,235.1,249.9
187.3,117.9,274.4,263.1,243.0
143.7,131.6,212.7,270.5,224.5
123.2,126.3,220.3,264.8,249.1
146.3,154.5,245.2,220.5,240.3
133.4,121.8,218.5,218.0,230.1
120.3,169.1,219.6,257.3,198.8
174.8,109.8,215.2,216.5,219.2
152.5,147.0,217.5,252.0,216.2
158.5,127.8,217.7,273.0,243.8
129.4,113.4,208.2,261.5,256.3
156.1,127.8,225.1,261.2,247.6
88.4,127.2,217.5,244.4,252.7
172.8,145.0,222.7,218.5,265.7
148.3,113.2,228.8,236.5,236.0
155.8,126.9,214.6,255.6,230.0
88.8,140.7,218.8,208.7,253.0
89.7,156.6,276.1,250.5,251.5
134.0,171.6,218.2,218.8,242.8
101.1,195.4,231.1,274.2,238.9
87.7,284.4,227.6,261.1,184.6
87.9,160.1,264.0,259.7,198.0
86.3,296.0,250.2,246.3,239.3
85.4,143.9,235.8,254.4,239.8
67.7,127.4,221.9,305.9,260.8
