s1,s2,s3,s4,s5
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
23.17,0.0,0.0,0.0,24.2
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01
0.02,0.0,0.0,0.0,0.03
0.05,0.0,0.0,0.0,0.07
0.1,0.0,0.0,0.0,0.13
0.15,0.0,0.0,0.0,0.18
0.18,0.0,0.0,0.0,0.23
0.25,0.0,0.0,0.0,0.3
0.34,0.0,0.0,0.0,0.43
0.43,0.0,0.0,0.0,0.57
0.54,0.0,0.0,0.0,0.72
0.69,0.0,0.0,0.0,0.91
0.88,0.0,0.0,0.0,1.1
1.09,0.0,0.0,0.0,1.33
1.33,0.0,0.0,0.0,1.58
1.61,0.0,0.0,0.0,1.83
1.89,0.0,0.0,0.0,2.09
2.2,0.0,0.0,0.0,2.42
2.53,0.0,0.0,0.0,2.68
2.88,0.0,0.0,0.0,3.05
3.25,0.0,0.0,0.0,3.43
3.65,0.0,0.0,0.0,3.84
4.07,0.0,0.0,0.0,4.23
4.48,0.0,0.0,0.0,4.67
4.92,0.0,0.0,0.0,5.14
5.38,0.0,0.0,0.0,5.62
5.86,0.0,0.0,0.0,6.11
6.36,0.0,0.0,0.0,6.63
6.86,0.0,0.0,0.0,7.16
7.38,0.0,0.0,0.0,7.7
7.92,0.0,0.0,0.0,8.25
8.46,0.0,0.0,0.0,8.81
9.02,0.0,0.0,0.0,9.38
9.59,0.0,0.0,0.0,9.97
10.14,0.0,0.0,0.0,10.57
10.72,0.0,0.0,0.0,11.18
11.31,0.0,0.0,0.0,11.79
11.9,0.0,0.0,0.0,12.41
12.51,0.0,0.0,0.0,13.03
13.11,0.0,0.0,0.0,13.67
13.72,0.0,0.0,0.0,14.32
14.31,0.0,0.0,0.0,14.97
14.93,0.0,0.0,0.0,15.61
15.52,0.0,0.0,0.0,16.25
16.13,0.0,0.0,0.0,16.87
16.73,0.0,0.0,0.0,17.51
17.3,0.0,0.0,0.0,18.14
17.89,0.0,0.0,0.0,18.78
18.47,0.0,0.0,0.0,19.43
19.04,0.0,0.0,0.0,20.07
19.59,0.0,0.0,0.0,20.7
20.12,0.0,0.0,0.0,21.31
20.69,0.0,0.0,0.0,21.89
21.22,0.0,0.0,0.0,22.48
21.73,0.0,0.0,0.0,23.02
22.23,0.0,0.0,0.0,23.55
22.73,0.0,0.0,0.0,24.09
23.22,0.0,0.0,0.0,24.58
23.7,0.0,0.0,0.0,25.07
24.15,0.0,0.0,0.0,25.58
24.61,0.0,0.0,0.0,26.06
25.01,0.0,0.0,0.0,26.5
25.42,0.0,0.0,0.0,26.89
25.77,0.0,0.0,0.0,27.24
26.04,0.0,0.0,0.0,27.53
26.28,0.0,0.0,0.0,27.75
26.54,0.0,0.0,0.0,27.98
26.76,0.0,0.0,0.0,28.18
26.94,0.0,0.0,0.0,28.36
27.12,0.0,0.0,0.0,28.55
27.28,0.0,0.0,0.0,28.71
27.42,0.0,0.0,0.0,28.86
27.54,0.0,0.0,0.0,29.0
27.64,0.0,0.0,0.0,29.13
27.75,0.0,0.0,0.0,29.24
27.82,0.0,0.0,0.0,29.33
27.9,0.0,0.0,0.0,29.4
27.96,0.0,0.0,0.0,29.46
28.01,0.0,0.0,0.0,29.5
28.04,0.0,0.0,0.0,29.54
28.07,0.0,0.0,0.0,29.57
28.11,0.0,0.0,0.0,29.58
28.12,0.0,0.0,0.0,29.6
28.12,0.0,0.0,0.0,29.61
28.13,0.0,0.0,0.0,29.61
28.13,0.0,0.0,0.0,29.61
28.14,0.0,0.0,0.0,29.61
28.14,0.0,0.0,0.0,29.61
28.14,0.0,0.0,0.0,29.61
28.14,0.0,0.0,0.0,29.61
28.14,0.0,0.0,0.0,29.61
28.14,0.0,0.0,0.0,29.61
28.14,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
28.15,0.0,0.0,0.0,29.61
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01
0.01,0.0,0.0,0.0,0.03
0.02,0.0,0.0,0.0,0.04
0.03,0.0,0.0,0.0,0.05
0.05,0.0,0.0,0.0,0.07
0.07,0.0,0.0,0.0,0.09
0.07,0.0,0.0,0.0,0.11
0.1,0.0,0.0,0.0,0.12
0.11,0.0,0.0,0.0,0.14
0.14,0.0,0.0,0.0,0.16
0.15,0.0,0.0,0.0,0.19
0.18,0.0,0.0,0.0,0.24
0.21,0.0,0.0,0.0,0.29
0.28,0.0,0.0,0.0,0.33
0.34,0.0,0.0,0.0,0.36
0.38,0.0,0.0,0.0,0.39
0.43,0.0,0.0,0.0,0.44
0.49,0.0,0.0,0.0,0.5
0.56,0.0,0.0,0.0,0.57
0.64,0.0,0.0,0.0,0.63
0.7,0.0,0.0,0.0,0.7
0.76,0.0,0.0,0.0,0.78
0.81,0.0,0.0,0.0,0.83
0.88,0.0,0.0,0.0,0.9
0.95,0.0,0.0,0.0,0.98
1.03,0.0,0.0,0.0,1.04
1.12,0.0,0.0,0.0,1.12
1.2,0.0,0.0,0.0,1.25
1.28,0.0,0.0,0.0,1.36
1.38,0.0,0.0,0.0,1.46
1.47,0.0,0.0,0.0,1.54
1.57,0.0,0.0,0.0,1.6
1.62,0.0,0.0,0.0,1.66
1.69,0.0,0.0,0.0,1.71
1.75,0.0,0.0,0.0,1.78
1.84,0.0,0.0,0.0,1.85
1.94,0.0,0.0,0.0,1.92
2.02,0.0,0.0,0.0,1.99
2.15,0.0,0.0,0.0,2.08
2.25,0.0,0.0,0.0,2.21
2.33,0.0,0.0,0.0,2.33
2.38,0.0,0.0,0.0,2.55
2.41,0.0,0.0,0.0,2.66
2.44,0.0,0.0,0.0,2.76
2.5,0.0,0.0,0.0,2.85
2.55,0.0,0.0,0.0,3.01
2.58,0.0,0.0,0.0,3.17
2.65,0.0,0.0,0.0,3.37
2.7,0.0,0.0,0.0,3.57
2.75,0.0,0.0,0.0,3.67
2.78,0.0,0.0,0.0,3.75
2.8,0.0,0.0,0.0,3.81
2.82,0.0,0.0,0.0,3.84
2.83,0.0,0.0,0.0,3.86
2.85,0.0,0.0,0.0,3.87
2.89,0.0,0.0,0.0,3.9
2.92,0.0,0.0,0.0,3.93
2.94,0.0,0.0,0.0,3.95
2.95,0.0,0.0,0.0,3.97
2.96,0.0,0.0,0.0,3.98
2.98,0.0,0.0,0.0,3.99
3.0,0.0,0.0,0.0,4.0
3.02,0.0,0.0,0.0,4.01
3.04,0.0,0.0,0.0,4.01
3.06,0.0,0.0,0.0,4.01
3.06,0.0,0.0,0.0,4.02
3.07,0.0,0.0,0.0,4.03
3.07,0.0,0.0,0.0,4.05
3.08,0.0,0.0,0.0,4.06
3.09,0.0,0.0,0.0,4.07
3.1,0.0,0.0,0.0,4.09
3.11,0.0,0.0,0.0,4.1
3.13,0.0,0.0,0.0,4.11
3.13,0.0,0.0,0.0,4.12
3.14,0.0,0.0,0.0,4.12
3.14,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
3.15,0.0,0.0,0.0,4.12
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01
0.01,0.0,0.0,0.0,0.03
0.05,0.0,0.0,0.0,0.06
0.09,0.0,0.0,0.0,0.09
0.12,0.0,0.0,0.0,0.14
0.17,0.0,0.0,0.0,0.2
0.23,0.0,0.0,0.0,0.27
0.28,0.0,0.0,0.0,0.33
0.37,0.0,0.0,0.0,0.42
0.44,0.0,0.0,0.0,0.5
0.55,0.0,0.0,0.0,0.6
0.66,0.0,0.0,0.0,0.7
0.77,0.0,0.0,0.0,0.81
0.91,0.0,0.0,0.0,0.98
1.04,0.0,0.0,0.0,1.14
1.21,0.0,0.0,0.0,1.44
1.41,0.0,0.0,0.0,1.7
1.6,0.0,0.0,0.0,2.03
1.83,0.0,0.0,0.0,2.22
2.06,0.0,0.0,0.0,2.46
2.32,0.0,0.0,0.0,2.7
2.66,0.0,0.0,0.0,2.97
3.0,0.0,0.0,0.0,3.22
3.3,0.0,0.0,0.0,3.51
3.68,0.0,0.0,0.0,3.86
4.03,0.0,0.0,0.0,4.23
4.38,0.0,0.0,0.0,4.62
4.71,0.0,0.0,0.0,5.0
5.05,0.0,0.0,0.0,5.35
5.42,0.0,0.0,0.0,5.69
5.86,0.0,0.0,0.0,5.99
6.36,0.0,0.0,0.0,6.28
6.86,0.0,0.0,0.0,6.6
7.3,0.0,0.0,0.0,7.0
7.71,0.0,0.0,0.0,7.37
8.27,0.0,0.0,0.0,7.74
8.77,0.0,0.0,0.0,8.2
9.27,0.0,0.0,0.0,8.6
9.76,0.0,0.0,0.0,9.07
10.17,0.0,0.0,0.0,9.6
10.65,0.0,0.0,0.0,10.12
11.05,0.0,0.0,0.0,10.52
11.42,0.0,0.0,0.0,10.94
11.81,0.0,0.0,0.0,11.41
12.21,0.0,0.0,0.0,11.8
12.8,0.0,0.0,0.0,12.15
13.3,0.0,0.0,0.0,12.62
13.81,0.0,0.0,0.0,13.09
14.42,0.0,0.0,0.0,13.49
14.93,0.0,0.0,0.0,13.78
15.39,0.0,0.0,0.0,14.06
15.89,0.0,0.0,0.0,14.49
16.48,0.0,0.0,0.0,15.08
17.05,0.0,0.0,0.0,15.67
17.61,0.0,0.0,0.0,16.25
18.12,0.0,0.0,0.0,16.81
18.53,0.0,0.0,0.0,17.37
18.94,0.0,0.0,0.0,17.87
19.29,0.0,0.0,0.0,18.18
19.69,0.0,0.0,0.0,18.42
20.12,0.0,0.0,0.0,18.74
20.54,0.0,0.0,0.0,19.12
20.95,0.0,0.0,0.0,19.46
21.37,0.0,0.0,0.0,19.81
21.76,0.0,0.0,0.0,20.11
22.12,0.0,0.0,0.0,20.49
22.45,0.0,0.0,0.0,20.85
22.78,0.0,0.0,0.0,21.19
23.07,0.0,0.0,0.0,21.5
23.36,0.0,0.0,0.0,21.78
23.61,0.0,0.0,0.0,22.04
23.84,0.0,0.0,0.0,22.28
24.04,0.0,0.0,0.0,22.49
24.23,0.0,0.0,0.0,22.68
24.39,0.0,0.0,0.0,22.84
24.54,0.0,0.0,0.0,22.99
24.67,0.0,0.0,0.0,23.12
24.78,0.0,0.0,0.0,23.23
24.86,0.0,0.0,0.0,23.32
24.93,0.0,0.0,0.0,23.38
24.96,0.0,0.0,0.0,23.43
25.0,0.0,0.0,0.0,23.47
25.02,0.0,0.0,0.0,23.49
25.03,0.0,0.0,0.0,23.5
25.03,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
25.04,0.0,0.0,0.0,23.5
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.04
0.07,0.0,0.0,0.0,0.08
0.1,0.0,0.0,0.0,0.13
0.18,0.0,0.0,0.0,0.19
0.25,0.0,0.0,0.0,0.27
0.36,0.0,0.0,0.0,0.37
0.47,0.0,0.0,0.0,0.49
0.62,0.0,0.0,0.0,0.63
0.77,0.0,0.0,0.0,0.78
0.97,0.0,0.0,0.0,0.96
1.16,0.0,0.0,0.0,1.16
1.38,0.0,0.0,0.0,1.38
1.62,0.0,0.0,0.0,1.63
1.88,0.0,0.0,0.0,1.9
2.17,0.0,0.0,0.0,2.19
2.47,0.0,0.0,0.0,2.51
2.78,0.0,0.0,0.0,2.84
3.11,0.0,0.0,0.0,3.2
3.48,0.0,0.0,0.0,3.58
3.86,0.0,0.0,0.0,3.98
4.26,0.0,0.0,0.0,4.39
4.69,0.0,0.0,0.0,4.83
5.11,0.0,0.0,0.0,5.29
5.57,0.0,0.0,0.0,5.76
6.03,0.0,0.0,0.0,6.25
6.53,0.0,0.0,0.0,6.76
7.03,0.0,0.0,0.0,6.76
7.53,0.0,0.0,0.0,6.76
8.06,0.0,0.0,0.0,6.76
8.6,0.0,0.0,0.0,6.76
9.15,0.0,0.0,0.0,9.5
9.72,0.0,0.0,0.0,10.09
10.3,0.0,0.0,0.0,10.09
10.88,0.0,0.0,0.0,10.09
11.47,0.0,0.0,0.0,10.09
12.06,0.0,0.0,0.0,10.09
12.68,0.0,0.0,0.0,13.19
13.27,0.0,0.0,0.0,13.83
13.88,0.0,0.0,0.0,13.83
14.48,0.0,0.0,0.0,13.83
15.09,0.0,0.0,0.0,15.77
15.69,0.0,0.0,0.0,16.41
16.28,0.0,0.0,0.0,17.06
16.87,0.0,0.0,0.0,17.7
17.44,0.0,0.0,0.0,18.35
18.0,0.0,0.0,0.0,18.99
18.54,0.0,0.0,0.0,19.62
19.11,0.0,0.0,0.0,20.25
19.67,0.0,0.0,0.0,20.86
20.23,0.0,0.0,0.0,21.47
20.79,0.0,0.0,0.0,22.06
21.32,0.0,0.0,0.0,22.64
21.85,0.0,0.0,0.0,23.2
22.37,0.0,0.0,0.0,23.75
22.9,0.0,0.0,0.0,24.29
23.42,0.0,0.0,0.0,24.81
23.93,0.0,0.0,0.0,25.32
24.4,0.0,0.0,0.0,25.82
24.87,0.0,0.0,0.0,26.28
25.31,0.0,0.0,0.0,26.74
25.75,0.0,0.0,0.0,27.18
26.17,0.0,0.0,0.0,27.6
26.56,0.0,0.0,0.0,28.01
26.95,0.0,0.0,0.0,28.39
27.3,0.0,0.0,0.0,28.76
27.64,0.0,0.0,0.0,29.11
27.95,0.0,0.0,0.0,29.44
28.25,0.0,0.0,0.0,29.76
28.52,0.0,0.0,0.0,30.05
28.76,0.0,0.0,0.0,30.31
28.97,0.0,0.0,0.0,30.55
29.19,0.0,0.0,0.0,30.77
29.37,0.0,0.0,0.0,30.98
29.54,0.0,0.0,0.0,31.16
29.7,0.0,0.0,0.0,31.29
29.81,0.0,0.0,0.0,31.43
29.92,0.0,0.0,0.0,31.54
30.01,0.0,0.0,0.0,31.63
30.09,0.0,0.0,0.0,31.7
30.13,0.0,0.0,0.0,31.75
30.17,0.0,0.0,0.0,31.78
30.19,0.0,0.0,0.0,31.8
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
30.2,0.0,0.0,0.0,31.81
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01
0.01,0.0,0.0,0.0,0.02
0.03,0.0,0.0,0.0,0.05
0.05,0.0,0.0,0.0,0.11
0.14,0.0,0.0,0.0,0.21
0.21,0.0,0.0,0.0,0.31
0.31,0.0,0.0,0.0,0.38
0.38,0.0,0.0,0.0,0.47
0.47,0.0,0.0,0.0,0.57
0.61,0.0,0.0,0.0,0.67
0.74,0.0,0.0,0.0,0.78
0.87,0.0,0.0,0.0,0.98
1.0,0.0,0.0,0.0,1.13
1.14,0.0,0.0,0.0,1.33
1.36,0.0,0.0,0.0,1.56
1.64,0.0,0.0,0.0,1.79
1.94,0.0,0.0,0.0,2.05
2.26,0.0,0.0,0.0,2.36
2.61,0.0,0.0,0.0,2.74
3.0,0.0,0.0,0.0,3.14
3.36,0.0,0.0,0.0,3.5
3.72,0.0,0.0,0.0,3.86
4.03,0.0,0.0,0.0,4.29
4.4,0.0,0.0,0.0,4.71
4.82,0.0,0.0,0.0,5.14
5.23,0.0,0.0,0.0,5.6
5.69,0.0,0.0,0.0,6.09
6.17,0.0,0.0,0.0,6.63
6.69,0.0,0.0,0.0,7.16
7.17,0.0,0.0,0.0,7.65
7.69,0.0,0.0,0.0,8.17
8.22,0.0,0.0,0.0,8.72
8.77,0.0,0.0,0.0,9.27
9.19,0.0,0.0,0.0,9.84
9.76,0.0,0.0,0.0,10.45
10.31,0.0,0.0,0.0,11.11
10.68,0.0,0.0,0.0,11.63
10.98,0.0,0.0,0.0,11.94
11.38,0.0,0.0,0.0,12.34
11.93,0.0,0.0,0.0,12.75
12.43,0.0,0.0,0.0,13.28
12.73,0.0,0.0,0.0,13.96
13.21,0.0,0.0,0.0,14.53
13.63,0.0,0.0,0.0,15.25
14.02,0.0,0.0,0.0,15.97
14.34,0.0,0.0,0.0,16.65
14.64,0.0,0.0,0.0,17.14
14.94,0.0,0.0,0.0,17.67
15.22,0.0,0.0,0.0,18.09
15.47,0.0,0.0,0.0,18.45
15.68,0.0,0.0,0.0,18.81
15.88,0.0,0.0,0.0,19.06
16.12,0.0,0.0,0.0,19.33
16.29,0.0,0.0,0.0,19.54
16.45,0.0,0.0,0.0,19.73
16.65,0.0,0.0,0.0,19.93
16.95,0.0,0.0,0.0,20.17
17.28,0.0,0.0,0.0,20.4
17.57,0.0,0.0,0.0,20.61
17.84,0.0,0.0,0.0,20.76
18.09,0.0,0.0,0.0,20.94
18.28,0.0,0.0,0.0,21.17
18.44,0.0,0.0,0.0,21.35
18.6,0.0,0.0,0.0,21.5
18.71,0.0,0.0,0.0,21.62
18.82,0.0,0.0,0.0,21.7
18.95,0.0,0.0,0.0,21.79
